Case Number,Year,Type,Country,Fatal (Y/N),Incompletion
1930.04.08,1930,0,SOUTH AFRICA,Y,4.0
1930.03.07.R,1930,Unprovoked,USA,N,4.75
1930.02.20,1930,Unprovoked,AUSTRALIA,N,5.5
1930.02.15,1930,Unprovoked,AUSTRALIA,Y,2.5
1930.02.03.R,1930,Provoked,AUSTRALIA,N,5.25
1930.01.22,1930,Boating,MEXICO,Y,7.0
1930.01.16,1930,Unprovoked,SOUTH AFRICA,N,2.5
1930.01.00,1930,Sea Disaster,MAURITIUS,Y,6.0
1930.00.00.c,1930,Unprovoked,OKINAWA,N,6.45045045045045
1930.00.00.a,1930,Unprovoked,SOUTH AFRICA,Y,5.95045045045045
1929.12.26,1929,Unprovoked,AUSTRALIA,Y,3.0
1929.12.21,1929,Unprovoked,AUSTRALIA,N,5.5
1929.12.16,1929,Unprovoked,AUSTRALIA,N,3.5
1929.12.13,1929,Unprovoked,AUSTRALIA,N,5.5
1929.12.03.R,1929,Unprovoked,AUSTRALIA,Y,4.5
1929.11.29,1929,Sea Disaster,KIRIBATI,Y,6.75
1929.11.21,1929,Unprovoked,CUBA,N,4.25
1929.10.20,1929,Unprovoked,AUSTRALIA,N,5.5
1929.10.02,1929,Unprovoked,SPAIN,N,5.0
1929.09.01,1929,Unprovoked,AUSTRALIA,Y,4.0
1929.08.05,1929,Unprovoked,USA,N,5.5
1929.07.29,1929,Unprovoked,MEXICO,N,5.5
1929.07.17.R,1929,0,CAPE VERDE,Y,5.0
1929.06.23,1929,Provoked,USA,N,5.0
1929.05.31,1929,Unprovoked,AUSTRALIA,N,5.75
1929.04.26.R,1929,Unprovoked,AUSTRALIA,N,5.0
1929.04.17.R,1929,Unprovoked,AUSTRALIA,N,5.0
1929.04.11,1929,Provoked,AUSTRALIA,N,2.25
1929.04.09,1929,Unprovoked,AUSTRALIA,Y,5.5
1929.04.04,1929,Unprovoked,AUSTRALIA,Y,5.0
1929.03.16,1929,Unprovoked,USA,N,3.0
1929.03.12,1929,Unprovoked,AUSTRALIA,Y,5.5
1929.03.04.b,1929,Unprovoked,AUSTRALIA,N,4.0
1929.03.04.a,1929,Unprovoked,AUSTRALIA,N,3.5
1929.02.18,1929,Unprovoked,AUSTRALIA,Y,2.75
1929.02.09,1929,Boating,AUSTRALIA,N,5.75
1929.02.08,1929,Unprovoked,AUSTRALIA,Y,2.75
1929.01.27,1929,Unprovoked,AUSTRALIA,Y,3.5
1929.01.14,1929,Unprovoked,NEW ZEALAND,N,5.5
1929.01.12,1929,Unprovoked,AUSTRALIA,Y,2.5
1929.01.06.R,1929,Boating,TURKEY,Y,6.5
1929.01.05,1929,Unprovoked,FIJI,Y,5.25
1929.00.00.e.R,1929,0,AUSTRALIA,N,5.45045045045045
1929.00.00.d,1929,Provoked,AUSTRALIA,N,4.95045045045045
1929.00.00.c,1929,Provoked,USA,N,4.70045045045045
1929.00.00.b,1929,Unprovoked,AUSTRALIA,N,5.45045045045045
1929.00.00.a,1929,Unprovoked,USA,N,4.20045045045045
1928.12.21,1928,Unprovoked,AUSTRALIA,N,7.5
1928.11.18,1928,Provoked,USA,N,4.75
1928.11.15.R,1928,Boating,INDIA,N,6.5
1928.11.12,1928,Sea Disaster,USA,Y,5.0
1928.11.04,1928,Unprovoked,PANAMA,Y,2.0
1928.09.00,1928,Unprovoked,USA,N,5.5
1928.08.24.R,1928,0,USA,0,6.0
1928.07.11,1928,Unprovoked,AUSTRALIA,N,7.0
1928.07.00,1928,Provoked,ITALY,N,4.5
1928.06.24.R,1928,Unprovoked,USA,N,5.0
1928.05.17,1928,0,INDIA,0,7.0
1928.04.14.R,1928,Unprovoked,AUSTRALIA,N,5.0
1928.04.14,1928,Unprovoked,AUSTRALIA,N,3.0
1928.04.09,1928,Unprovoked,JAMAICA,Y,5.8003003003003
1928.04.06,1928,Unprovoked,AUSTRALIA,N,2.8003003003003
1928.04.04,1928,Unprovoked,AUSTRALIA,Y,2.75
1928.03.28.R,1928,Unprovoked,AUSTRALIA,N,6.5
1928.02.20,1928,Unprovoked,AUSTRALIA,Y,5.5
1928.02.00.b,1928,Unprovoked,COSTA RICA,N,5.75
1928.02.00.a,1928,Unprovoked,COSTA RICA,N,6.0
1928.01.27,1928,Unprovoked,AUSTRALIA,Y,4.0
1928.01.21.b,1928,0,USA,Y,6.3003003003003
1928.01.21.a,1928,0,USA,Y,4.3003003003003
1928.01.02,1928,Unprovoked,SOUTH AFRICA,N,5.5
1928.01.00,1928,Unprovoked,SOUTH AFRICA,N,2.5
1928.00.00,1928,Unprovoked,SOUTH AFRICA,N,3.7004504504504503
1927.12.28,1927,Unprovoked,SOUTH AFRICA,Y,2.5
1927.11.03,1927,Sea Disaster,AUSTRALIA,Y,6.75
1927.10.25,1927,Sea Disaster,BRAZIL,Y,5.75
1927.10.12,1927,Unprovoked,AUSTRALIA,N,5.0
1927.10.00,1927,Unprovoked,FIJI,N,6.5
1927.07.03,1927,Boating,AUSTRALIA,N,6.25
1927.05.29,1927,Sea Disaster,PHILIPPINES,Y,6.5
1927.05.09.R,1927,Unprovoked,AUSTRALIA,Y,5.95045045045045
1927.04.10,1927,Unprovoked,AUSTRALIA,N,5.0
1927.04.08,1927,Unprovoked,AUSTRALIA,N,5.5
1927.03.01,1927,Unprovoked,AUSTRALIA,N,2.5
1927.02.14,1927,Provoked,NICARAGUA,N,5.25
1927.02.09,1927,Unprovoked,AUSTRALIA,N,5.0
1927.02.00,1927,Provoked,NEW ZEALAND,N,3.75
1927.01.20,1927,Unprovoked,SOUTH AFRICA,N,4.0
1927.01.08.R,1927,Unprovoked,USA,N,5.0
1927.01.03,1927,Unprovoked,AUSTRALIA,Y,2.5
1927.00.00.b,1927,Unprovoked,AUSTRALIA,Y,4.95045045045045
1927.00.00.a,1927,Unprovoked,AUSTRALIA,N,5.45045045045045
1926.12.02.R,1926,Unprovoked,AUSTRALIA,Y,5.0
1926.11.17,1926,Unprovoked,AUSTRALIA,N,5.5
1926.10.29.R,1926,Unprovoked,PAPUA NEW GUINEA,Y,5.5
1926.10.23.b,1926,Unprovoked,AUSTRALIA,N,2.8003003003003
1926.10.23.a,1926,Sea Disaster,BERMUDA,N,6.25
1926.09.06.R,1926,Unprovoked,PAPUA NEW GUINEA,Y,6.5
1926.08.24,1926,Unprovoked,USA,Y,4.5
1926.07.23,1926,Unprovoked,ITALY,Y,2.5
1926.07.12,1926,Boating,USA,N,5.0
1926.07.08,1926,Unprovoked,USA,N,3.5
1926.07.03,1926,0,SPAIN,N,4.5
1926.05.18,1926,Unprovoked,USA,Y,4.75
1926.04.22,1926,Unprovoked,SOUTH ATLANTIC OCEAN,N,3.5503003003003
1926.04.07,1926,Unprovoked,USA,N,4.0
1926.03.17,1926,Unprovoked,AUSTRALIA,Y,3.5
1926.01.26,1926,Unprovoked,SOUTH AFRICA,N,5.0
1926.01.00,1926,Unprovoked,AUSTRALIA,N,6.5
1926.00.00.d,1926,Unprovoked,MONACO,Y,6.95045045045045
1926.00.00.c,1926,Provoked,NEW ZEALAND,N,5.70045045045045
1926.00.00.b,1926,Unprovoked,SINGAPORE,Y,6.95045045045045
1926.00.00.a,1926,Unprovoked,SOUTH AFRICA,0,6.95045045045045
1925.11.22,1925,Unprovoked,AUSTRALIA,Y,2.75
1925.11.00.b,1925,Unprovoked,USA,N,6.5
1925.11.00.a,1925,Unprovoked,USA,N,5.5
1925.09.04,1925,Provoked,SPAIN,N,4.75
1925.09.03,1925,Unprovoked,ENGLAND,N,4.25
1925.08.02,1925,Unprovoked,USA,N,5.25
1925.06.15,1925,0,AUSTRALIA,0,8.0
1925.05.00,1925,Unprovoked,USA,N,4.75
1925.03.27,1925,Unprovoked,AUSTRALIA,N,2.5
1925.03.12,1925,Unprovoked,AUSTRALIA,Y,2.75
1925.03.10,1925,Unprovoked,PAPUA NEW GUINEA,Y,5.5
1925.01.27.R,1925,Unprovoked,USA,N,5.0
1925.01.08,1925,Unprovoked,CANADA,N,4.75
1925.00.00,1925,Unprovoked,FIJI,N,5.95045045045045
1924.11.25,1924,Unprovoked,MEXICO,Y,4.0
1924.11.24,1924,Unprovoked,PANAMA,N,3.5503003003003
1924.11.21,1924,Unprovoked,USA,Y,3.0503003003003
1924.10.31.R,1924,Provoked,FRENCH POLYNESIA,N,5.5
1924.10.18,1924,Unprovoked,AUSTRALIA,N,4.5
1924.07.31,1924,Unprovoked,USA,N,4.25
1924.07.14,1924,Provoked,ENGLAND,N,5.0
1924.07.04,1924,Boating,USA,N,4.25
1924.06.18,1924,Provoked,USA,N,4.0503003003003
1924.04.25,1924,Unprovoked,AUSTRALIA,Y,3.3003003003003
1924.04.22,1924,Unprovoked,PANAMA,N,4.75
1924.04.20,1924,0,AUSTRALIA,N,5.0
1924.03.28.R,1924,Unprovoked,SOLOMON ISLANDS,N,5.5
1924.03.24,1924,Boating,SPAIN,N,6.0
1924.02.13,1924,Unprovoked,AUSTRALIA,N,3.0
1924.02.08,1924,0,AUSTRALIA,0,5.0
1924.01.29,1924,Unprovoked,SOUTH AFRICA,Y,3.0
1924.01.25,1924,Unprovoked,SOUTH AFRICA,N,4.8003003003003
1924.01.19,1924,Unprovoked,AUSTRALIA,Y,2.25
1923.12.12,1923,Unprovoked,AUSTRALIA,N,5.0
1923.12.02,1923,Unprovoked,AUSTRALIA,Y,4.75
1923.11.23,1923,Unprovoked,AUSTRALIA,Y,5.25
1923.11.02,1923,0,AUSTRALIA,Y,5.0
1923.10.20,1923,0,AUSTRALIA,Y,5.0
1923.10.17,1923,Boating,AUSTRALIA,N,6.0
1923.10.16,1923,Unprovoked,AUSTRALIA,N,5.5
1923.08.08,1923,Unprovoked,GUYANA,N,4.0
1923.07.02.R,1923,Unprovoked,AUSTRALIA,N,5.5
1923.06.16,1923,Boating,AUSTRALIA,Y,5.0
1923.06.06,1923,Boating,MEXICO,N,6.25
1923.05.23.R,1923,Unprovoked,AUSTRALIA,N,5.0
1923.05.22,1923,Unprovoked,AUSTRALIA,Y,4.3003003003003
1923.03.18,1923,Unprovoked,AUSTRALIA,N,5.0
1923.02.00,1923,Unprovoked,USA,N,3.75
1923.01.27.b,1923,0,AUSTRALIA,0,5.5
1923.01.27.a,1923,Unprovoked,AUSTRALIA,Y,4.0
1923.01.13,1923,0,CUBA,Y,4.25
1923.00.00.c,1923,Boating,USA,N,5.95045045045045
1923.00.00.b,1923,Unprovoked,PHILIPPINES,Y,5.45045045045045
1923.00.00.a,1923,Provoked,USA,N,5.95045045045045
1923.00.00.a,1922,Provoked,USA,N,5.95045045045045
1922.12.14,1922,Unprovoked,USA,Y,5.25
1922.12.05,1922,Unprovoked,AUSTRALIA,Y,2.5
1922.09.29,1922,Unprovoked,BARBADOS,Y,4.0
1922.10.29,1922,0,AUSTRALIA,0,6.25
1922.09.28,1922,Unprovoked,USA,N,5.25
1922.09.26.R,1922,Unprovoked,ENGLAND,Y,5.5
1922.09.21.R,1922,Boating,USA,N,6.0
1922.07.19,1922,Unprovoked,USA,N,5.5
1922.06.17,1922,Unprovoked,USA,Y,3.5
1922.05.24,1922,Unprovoked,JAMAICA,Y,2.5
1922.05.06,1922,Unprovoked,SOUTH AFRICA,N,3.6006006006006004
1922.04.26,1922,Unprovoked,AUSTRALIA,Y,5.5
1922.03.20,1922,Unprovoked,JAMAICA,N,6.0
1922.03.13,1922,Unprovoked,JAMAICA,Y,3.5
1922.03.02,1922,Unprovoked,AUSTRALIA,Y,2.0
1922.02.22.R,1922,0,AUSTRALIA,Y,4.5
1922.02.04,1922,Unprovoked,AUSTRALIA,Y,2.5
1922.01.28.R,1922,Unprovoked,IRAQ,Y,6.5
1922.01.15,1922,Unprovoked,AUSTRALIA,Y,3.0
1922.01.13,1922,Unprovoked,AUSTRALIA,N,3.25
1922.01.04,1922,Unprovoked,AUSTRALIA,Y,3.0503003003003
1921.12.11,1921,Unprovoked,AUSTRALIA,N,4.0
1921.11.27.b,1921,Unprovoked,AUSTRALIA,Y,3.3003003003003
1921.11.27.a,1921,Unprovoked,AUSTRALIA,N,3.3003003003003
1921.11.15.R,1921,Unprovoked,FIJI,Y,6.5
1921.10.12,1921,Unprovoked,AUSTRALIA,N,5.5
1921.10.04,1921,Unprovoked,AUSTRALIA,Y,3.3003003003003
1921.09.00,1921,Provoked,ENGLAND,N,4.75
1921.08.29.R,1921,Unprovoked,AUSTRALIA,N,6.0
1921.08.28,1921,Unprovoked,PHILIPPINES,Y,3.25
1921.01.11.R,1921,0,PHILIPPINES,0,8.75
1920.11.29,1920,Unprovoked,AUSTRALIA,N,4.5
1921.08.22,1921,Unprovoked,HAITI,Y,4.0
1920.11.22,1920,Unprovoked,AUSTRALIA,N,5.0
1920.11.04,1920,Sea Disaster,PHILIPPINES,Y,7.25
1920.07.14,1920,0,USA,Y,3.75
1920.07.05.R,1920,Unprovoked,AUSTRALIA,N,5.5
1920.06.29,1920,Unprovoked,USA,N,3.0
1920.06.27,1920,Provoked,CANADA,N,5.5
1920.03.08,1920,Unprovoked,AUSTRALIA,N,4.0
1920.01.24.R.b,1920,Unprovoked,AUSTRALIA,N,6.5
1920.02.03,1920,Unprovoked,SOUTH AFRICA,N,3.0
1920.01.24.R.a,1920,Unprovoked,AUSTRALIA,Y,5.5
1920.01.15,1920,Unprovoked,AUSTRALIA,Y,3.0
1920.00.00.b,1920,Unprovoked,JAMAICA,Y,5.95045045045045
1920.00.00.b,1920,Unprovoked,NEW ZEALAND,N,5.95045045045045
1920.00.00.a,1920,Unprovoked,SOUTH AFRICA,N,4.70045045045045
1919.12.30.R,1919,Unprovoked,AUSTRALIA,N,4.0
1919.12.07,1919,Unprovoked,AUSTRALIA,Y,2.75
1919.11.18,1919,Unprovoked,AUSTRALIA,N,5.5
1919.09.12,1919,Unprovoked,COSTA RICA,Y,4.75
1919.08.10,1919,Unprovoked,USA,N,4.8003003003003
1919.05.29,1919,Unprovoked,USA,N,4.5
1919.04.06,1919,Unprovoked,USA,Y,5.0
1919.03.16,1919,0,AUSTRALIA,0,5.8003003003003
1919.01.17,1919,Unprovoked,AUSTRALIA,N,3.25
1919.01.15,1919,Unprovoked,NEW ZEALAND,N,4.8003003003003
1919.01.09,1919,Unprovoked,AUSTRALIA,Y,2.5
1919.01.05,1919,Unprovoked,AUSTRALIA,Y,3.0
1900.00.00.R,1919,Boating,ITALY,N,7.5
1919.00.00,1919,Unprovoked,USA,N,5.95045045045045
1918.11.00.b,1918,Unprovoked,USA,Y,5.0
1918.11.00.a,1918,Sea Disaster,SAN DOMINGO,Y,4.75
1918.09.19,1918,Unprovoked,AUSTRALIA,Y,4.0
1918.03.22,1918,Unprovoked,AUSTRALIA,N,3.25
1918.00.00,1918,Unprovoked,AUSTRALIA,N,5.45045045045045
1917.12.15,1917,Unprovoked,AUSTRALIA,N,4.5
1917.11.00,1917,Unprovoked,MOZAMBIQUE,Y,4.8003003003003
1917.09.21,1917,Unprovoked,USA,N,5.0
1917.09.09,1917,Provoked,USA,N,4.25
1917.09.00,1917,Unprovoked,PANAMA,Y,6.5
1917.07.18,1917,Unprovoked,USA,Y,4.3003003003003
1917.07.15,1917,Sea Disaster,IRELAND,Y,5.3003003003003
1917.06.03,1917,Unprovoked,USA,N,5.1006006006006
1917.05.31,1917,Unprovoked,PHILIPPINES,Y,4.5
1917.05.05,1917,Unprovoked,KUWAIT,N,7.5
1917.00.00,1917,Unprovoked,LIBYA,N,5.70045045045045
1916.12.30,1916,Unprovoked,AUSTRALIA,N,3.6006006006006004
1916.12.08.b,1916,Unprovoked,AUSTRALIA,Y,3.5
1916.12.08.a,1916,Unprovoked,AUSTRALIA,N,4.0
1916.11.15,1916,Provoked,PANAMA,N,6.0
1916.11.10,1916,Unprovoked,AUSTRALIA,Y,4.0
1916.11.09,1916,Unprovoked,AUSTRALIA,Y,3.3003003003003
1916.10.11,1916,Provoked,USA,Y,5.25
1916.08.24,1916,Unprovoked,USA,N,4.75
1916.07.26,1916,Unprovoked,USA,N,5.0
1916.07.13.b,1916,0,USA,N,4.0
1916.07.13,1916,Unprovoked,USA,N,5.0
1916.07.12.c,1916,Unprovoked,USA,N,3.5
1916.07.12.b,1916,Unprovoked,USA,Y,3.5
1916.07.12.a,1916,Unprovoked,USA,Y,3.6006006006006004
1916.07.11,1916,Sea Disaster,BAHAMAS,Y,5.75
1916.07.08,1916,Unprovoked,SPAIN,N,5.5
1916.07.07,1916,Unprovoked,PHILIPPINES,N,5.5
1916.07.06,1916,Unprovoked,USA,Y,3.8003003003003
1916.07.01,1916,Unprovoked,USA,Y,3.0
1916.06.30,1916,Unprovoked,USA,N,4.5
1916.06.24.R,1916,Unprovoked,ATLANTIC OCEAN,Y,7.0
1916.06.23,1916,Provoked,USA,N,4.75
1916.04.25.R,1916,Unprovoked,AUSTRALIA,Y,5.0
1916.04.03,1916,Unprovoked,AUSTRALIA,Y,4.0
1916.03.19,1916,Unprovoked,AUSTRALIA,N,4.0
1915.12.09.R,1915,Unprovoked,AUSTRALIA,N,5.5
1915.11.10,1915,Unprovoked,AUSTRALIA,N,4.0
1915.11.08,1915,Unprovoked,AUSTRALIA,N,5.0
1915.08.03,1915,Unprovoked,USA,N,6.5
1915.07.06.a.R,1915,Unprovoked,MEXICO,Y,5.0
1915.07.06.a.R,1915,Unprovoked,MEXICO,Y,6.5
1915.05.15.R,1915,0,EGYPT,Y,6.5
1915.03.29,1915,Unprovoked,AUSTRALIA,N,4.25
1915.02.06,1915,Unprovoked,AUSTRALIA,N,5.5
1915.01.13,1915,0,NEW ZEALAND,Y,5.0
1915.01.01,1915,Unprovoked,AUSTRALIA,Y,4.0
1915.00.00,1915,0,USA,0,6.45045045045045
1914.12.04.R,1914,Unprovoked,AUSTRALIA,N,5.5
1914.10.17,1914,Sea Disaster,SAMOA,N,5.25
1914.09.26.R,1914,Unprovoked,JAMAICA,Y,5.0
1914.09.09,1914,Unprovoked,USA,Y,4.0
1914.07.15.R,1914,Unprovoked,CROATIA,N,5.0
1914.07.09.R,1914,Provoked,USA,N,5.25
1914.07.07,1914,Unprovoked,CROATIA,N,4.75
1914.06.12,1914,Boating,MONTENEGRO,N,4.5
1914.06.10,1914,Unprovoked,AUSTRALIA,Y,3.8003003003003
1914.05.31,1914,Sea Disaster,NEW CALEDONIA,Y,5.5
1914.05.14,1914,Provoked,USA,N,4.0503003003003
1914.03.14.R,1914,0,USA,Y,5.0
1914.03.03,1914,Unprovoked,USA,Y,5.25
1914.02.09.R,1914,Unprovoked,AUSTRALIA,N,5.0
1914.02.03,1914,Unprovoked,AUSTRALIA,N,5.0
1914.01.17.R,1914,Unprovoked,AUSTRALIA,N,5.5
1914.00.00,1914,Unprovoked,SOUTH AFRICA,0,6.95045045045045
1913.12.30.R,1913,Provoked,USA,N,5.75
1913.11.27,1913,Unprovoked,NIGERIA,Y,5.0
1913.11.21,1913,Unprovoked,AUSTRALIA,N,4.0
1913.09.21,1913,Unprovoked,USA,N,5.0
1913.09.03,1913,Provoked,CROATIA,N,4.75
1913.08.27.R,1913,0,USA,0,7.0
1913.08.26.R,1913,0,ITALY,Y,8.0
1913.07.12,1913,Unprovoked,USA,Y,5.5
1913.05.21,1913,Provoked,USA,N,4.75
1913.05.02,1913,Provoked,AUSTRALIA,N,5.75
1913.03.27,1913,Unprovoked,SAMOA,N,5.5
1913.01.00,1913,Unprovoked,AUSTRALIA,N,5.0
1913.00.00.d,1913,Unprovoked,REUNION,Y,5.95045045045045
1913.00.00.c,1913,Unprovoked,REUNION,Y,5.95045045045045
1913.00.00.a,1913,Unprovoked,AUSTRALIA,N,5.95045045045045
1912.08.30,1912,Unprovoked,USA,Y,4.0
1912.07.23,1912,Unprovoked,USA,N,3.8003003003003
1912.07.06.R,1912,Unprovoked,SOLOMON ISLANDS,Y,5.5
1912.05.04,1912,0,SOUTH AFRICA,0,6.5
1912.03.18,1912,Unprovoked,NEW ZEALAND,N,5.5
1912.02.22,1912,Provoked,AUSTRALIA,N,5.25
1912.02.19,1912,Unprovoked,AUSTRALIA,N,3.0
1912.02.03,1912,Unprovoked,NEW CALEDONIA,N,5.0
1912.01.26,1912,Unprovoked,AUSTRALIA,Y,2.5
1912.01.13.R,1912,Unprovoked,FIJI,Y,5.0
1912.01.06,1912,Unprovoked,AUSTRALIA,N,5.0
1912.01.01,1912,Unprovoked,AUSTRALIA,Y,4.3003003003003
1912.00.00,1912,Unprovoked,SPAIN,Y,5.45045045045045
1911.11.08,1911,0,USA,Y,4.5
1911.10.26,1911,Unprovoked,USA,Y,5.0
1911.10.25,1911,Unprovoked,AUSTRALIA,N,3.8003003003003
1911.09.23,1911,Unprovoked,USA,Y,4.3003003003003
1911.09.20,1911,Unprovoked,USA,Y,5.0
1911.09.17,1911,Unprovoked,USA,N,5.5
1911.07.31.R,1911,Unprovoked,SPAIN,Y,5.5
1911.07.16.R,1911,Provoked,USA,N,4.75
1911.05.09,1911,Unprovoked,SOUTH AFRICA,Y,3.3003003003003
1911.05.01.R,1911,Provoked,USA,N,4.25
1911.05.01,1911,Unprovoked,SOUTH AFRICA,Y,5.0
1911.04.08.R,1911,Boating,NEW ZEALAND,N,7.5
1911.03.29.R,1911,Unprovoked,AUSTRALIA,Y,5.5
1911.01.04,1911,Sea Disaster,AUSTRALIA,N,3.75
1911.00.00.b,1911,Unprovoked,USA,N,5.95045045045045
1911.00.00.a,1911,Unprovoked,NEW ZEALAND,Y,4.95045045045045
1910.12.25.R,1910,0,CROATIA,Y,5.5
1910.12.23.R,1910,Sea Disaster,AUSTRALIA,Y,5.0
1910.11.28,1910,Provoked,NORTH ATLANTIC OCEAN,N,5.25
1910.11.24,1910,Unprovoked,AUSTRALIA,N,4.5
1910.06.25.R,1910,Unprovoked,MEXICO,N,6.5
1910.06.08.R,1910,Sea Disaster,MOZAMBIQUE,Y,6.5
1910.05.16.R,1910,0,USA,N,5.0
1910.03.31,1910,Unprovoked,PANAMA,Y,5.0
1910.03.08,1910,Unprovoked,NEW ZEALAND,N,4.3003003003003
1910.03.00,1910,0,USA,N,5.0
1910.02.16,1910,Unprovoked,AUSTRALIA,N,3.8003003003003
1910.01.26,1910,Unprovoked,AUSTRALIA,Y,5.0
1910.00.00.b,1910,0,USA,Y,5.45045045045045
1910.00.00.a,1910,Unprovoked,PHILIPPINES,0,6.45045045045045
1909.12.26.R,1909,Unprovoked,USA,N,5.0
1909.12.15.R,1909,Unprovoked,AUSTRALIA,Y,5.5
1909.12.05,1909,Provoked,AUSTRALIA,N,4.75
1909.11.14,1909,Sea Disaster,INDONESIA,Y,5.25
1909.09.04.R,1909,Provoked,USA,N,4.25
1909.08.13,1909,Unprovoked,USA,Y,5.0
1909.07.24,1909,Unprovoked,USA,N,4.3003003003003
1909.07.15,1909,Unprovoked,USA,N,4.0
1909.06.26.a.R,1909,Unprovoked,MEXICO,Y,5.0
1909.06.26.b.R,1909,Unprovoked,SOUTH AFRICA,Y,5.25
1909.06.18,1909,Sea Disaster,AUSTRALIA,Y,4.25
1909.04.27.R,1909,Provoked,SPAIN,N,5.25
1909.04.10,1909,0,USA,Y,4.25
1909.04.09.R,1909,Unprovoked,TUNISIA,Y,6.0
1909.03.06,1909,Sea Disaster,SOUTH AFRICA,Y,5.0
1909.01.17,1909,0,0,Y,6.0
1909.01.00,1909,0,ITALY,Y,5.75
1909.00.00,1909,Unprovoked,AUSTRALIA,N,6.95045045045045
1908.12.31,1908,Unprovoked,SOUTH AFRICA,Y,4.5
1908.12.16.R,1908,Unprovoked,MEXICO,Y,6.0
1908.09.21,1908,Unprovoked,AUSTRALIA,Y,4.5
1908.09.05,1908,Unprovoked,USA,N,5.0
1908.08.28.R,1908,Unprovoked,SPAIN,Y,5.0
1908.07.18.R,1908,0,SPAIN,Y,6.75
1908.07.08.R,1908,Unprovoked,CROATIA,Y,4.5
1908.06.18,1908,Unprovoked,EGYPT,Y,5.0
1908.06.08,1908,Sea Disaster,USA,Y,6.0
1908.06.02.R,1908,Sea Disaster,PAPUA NEW GUINEA,Y,6.25
1908.05.13,1908,Sea Disaster,INDONESIA,Y,7.0
1908.05.10,1908,0,USA,Y,5.25
1908.01.08,1908,Unprovoked,USA,Y,5.5
1907.12.21,1907,Unprovoked,AUSTRALIA,Y,4.5
1907.10.18.R,1907,Unprovoked,AUSTRALIA,Y,5.5
1907.10.16.R,1907,Unprovoked,CHINA,N,4.75
1907.10.16.R,1907,Unprovoked,CHINA,Y,4.75
1907.10.14,1907,Unprovoked,AUSTRALIA,N,4.5
1907.10.12,1907,0,HAITI,N,5.0
1907.10.08,1907,Unprovoked,USA,N,4.25
1907.09.18.R,1907,0,ENGLAND,N,6.0
1907.09.11,1907,Unprovoked,CROATIA,Y,5.5
1907.08.12.b..R,1907,Unprovoked,CROATIA,Y,5.5
1907.08.12.a..R,1907,Unprovoked,CROATIA,Y,5.0
1907.08.08.R,1907,Unprovoked,USA,N,5.0
1907.07.14.R,1907,Unprovoked,CROATIA,Y,5.5
1907.07.04.R,1907,0,AUSTRALIA,Y,5.0
1907.07.00,1907,Unprovoked,USA,N,5.0
1907.04.20,1907,Unprovoked,MEXICO,N,5.0
1907.03.26,1907,Unprovoked,USA,Y,4.25
1907.03.07,1907,Unprovoked,MALTA,Y,4.75
1907.02.09,1907,Unprovoked,PHILIPPINES,N,5.25
1907.02.05,1907,Unprovoked,NEW ZEALAND,Y,4.5
1907.02.03,1907,Unprovoked,AUSTRALIA,Y,3.3003003003003
1907.00.00.b,1907,Unprovoked,VIETNAM,N,4.95045045045045
1907.00.00.a,1907,Unprovoked,USA,Y,5.95045045045045
1906.11.16,1906,Unprovoked,JAMAICA,N,5.0
1906.10.10.d.R,1906,Unprovoked,USA,N,6.5
1906.10.10.c.R,1906,Unprovoked,USA,Y,6.5
1906.10.10.b.R,1906,Unprovoked,USA,N,6.5
1906.10.10.a.R,1906,Unprovoked,USA,Y,6.5
1906.09.27.R.b,1906,Unprovoked,INDONESIA,N,5.0
1906.09.27.R.a,1906,Unprovoked,INDONESIA,Y,5.5
1906.09.05.R,1906,Unprovoked,AUSTRALIA,Y,5.5
1906.09.00,1906,Provoked,USA,N,4.25
1906.08.20,1906,Unprovoked,YEMEN,N,6.25
1906.08.04,1906,Unprovoked,USA,Y,4.5
1906.07.05.R,1906,Unprovoked,USA,Y,5.0
1906.07.00,1906,0,MOZAMBIQUE,Y,4.75
1906.04.27.R,1906,Unprovoked,INDONESIA,Y,6.0
1906.04.16,1906,Provoked,AUSTRALIA,N,4.25
1906.04.14,1906,Unprovoked,AUSTRALIA,Y,4.5
1906.04.10.R.a & b,1906,Sea Disaster,INDONESIA,Y,6.45045045045045
1906.04.02.R,1906,0,AUSTRALIA,Y,4.45045045045045
1906.02.14.R,1906,0,NEW ZEALAND,Y,4.75
1906.01.28,1906,Unprovoked,AUSTRALIA,Y,3.0
1906.01.20,1906,Unprovoked,SOUTH AFRICA,Y,3.0
1905.12.31,1905,Unprovoked,SOUTH AFRICA,Y,3.5503003003003
1905.12.29,1905,0,AUSTRALIA,N,4.25
1905.11.17.R,1905,0,MEDITERRANEAN SEA,Y,7.75
1905.09.29,1905,Unprovoked,AUSTRALIA,Y,4.75
1905.08.00.b,1905,Unprovoked,USA,N,5.0
1905.08.00.a,1905,Unprovoked,PHILIPPINES,N,4.0
1905.07.29,1905,Unprovoked,USA,Y,3.3003003003003
1905.07.25.R,1905,0,ITALY,Y,5.25
1905.07.00,1905,Unprovoked,USA,Y,5.0
1905.05.22,1905,Unprovoked,USA,N,5.0
1905.04.06,1905,Unprovoked,SOUTH AFRICA,Y,3.0
1905.03.26,1905,Unprovoked,AUSTRALIA,N,2.8003003003003
1905.03.25,1905,0,AUSTRALIA,Y,6.0
1905.02.10,1905,0,AUSTRALIA,Y,4.0
