,Year,Country,Area,Activity,Sex,Age,Fatal_Y_N
2110,1995,AUSTRALIA,Queensland,Playing / standing,F,15,N
2111,1995,USA,Florida,Surfing,M,39,N
2112,1995,USA,Florida,Surfing,M,14,N
2114,1995,USA,California,Windsurfing,M,25,N
2115,1995,USA,Florida,Surfing,M,19,N
2116,1995,USA,Florida,Swimming,F,19,N
2117,1995,REUNION,Saint-Denis,Body-boarding,M,,Y
2118,1995,USA,Florida,Scuba diving,M,25,Y
2119,1995,AUSTRALIA,Western Australia,Abalone diving using Hookah (near calving whales),M,29,Y
2120,1995,USA,California,Abalone diving using Hookah (resting on the surface),M,32,N
2121,1995,USA,North Carolina,Swimming,M,9,N
2123,1995,USA,South Carolina,On a float,M,44,N
2124,1995,BRAZIL,Pernambuco,Surfing,M,,N
2125,1995,USA,Florida,Surfing,M,16,N
2126,1995,USA,Florida,Surfing,M,18,N
2127,1995,USA,North Carolina,Swimming,M,16,N
2128,1995,USA,North Carolina,Swimming ,M,23,N
2130,1995,USA,North Carolina,Diving,,,N
2131,1995,TONGA,Vavau,Fishing,M,18,N
2132,1995,USA,Florida,Wading,M,20,N
2133,1995,USA,North Carolina,Swimming,M,15,Y
2134,1995,USA,Florida,Surfing,M,20,N
2135,1995,USA,South Carolina,"""Riding waves on a board""",F,14,N
2136,1995,USA,Florida,Body boarding,M,12,N
2137,1995,TONGA,Vavau,Fishing,M,,N
2138,1995,USA,California,Diving,M,,N
2139,1995,USA,Florida,Surfing,M,,N
2142,1995,USA,Florida,Standing,M,18,N
2143,1995,USA,South Carolina,,M,12,N
2144,1995,USA,South Carolina,Swimming,F,7,N
2145,1995,USA,Florida,Body boarding,M,47,N
2146,1984,SOUTH AFRICA,Eastern Cape Province,Surfing,M,14,N
2147,1995,BRAZIL,Pernambuco,Surfing,M,18,Y
2148,1995,USA,Texas,Surfing,M,34,N
2149,1995,USA,Mississippi,Fishing,F,32,N
2150,1995,USA,South Carolina,Jumped off surfboard & landed on the shark,M,,N
2151,1995,USA,California,Scuba diving (ascending using scooter),M,31,N
2152,1995,USA,California,Kayaking,F,,N
2153,1995,USA,Georgia,Playing / jumping,M,13,N
2154,1995,USA,South Carolina,Surfing,M,,N
2155,1995,USA,Florida,Swimming,M,45,N
2156,1995,USA,Florida,Swimming,F,10,N
2157,1995,USA,Hawaii,Swimming,M,38,N
2158,1995,HONG KONG,Clearwater Bay,Swimming,F,45,Y
2159,1995,HONG KONG,New Territories,Swimming,M,29,Y
2160,1995,HONG KONG,New Territories,Diving,,44,Y
2161,1995,USA,Florida,Surfing,M,15,N
2162,1995,FIJI,Yasawa Islands,Sleeping in anchored boat,M,69,Y
2164,1995,SOUTH KOREA,,Diving for abalone,F,44,Y
2165,1995,USA,Florida,,M,12,N
2166,1995,USA,Florida,,M,20,N
2167,1995,AUSTRALIA,New South Wales,Diving,M,,N
2168,1995,JAPAN,Aichi Prefecture,Scuba diving for bivalves,M,47,Y
2169,1995,AUSTRALIA,New South Wales,Surf skiing,F,,N
2170,1995,AUSTRALIA,South Australia,Surfing,M,35,N
2171,1995,BRAZIL,Maranhão,Swimming,,,Y
2172,1995,SOUTH AFRICA,Eastern Cape Province,Swimming,M,22,N
2173,1995,VENEZUELA,,Wind surfing,M,,N
2174,1995,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,14,Y
2175,1995,BRAZIL,Pernambuco,Surfing,M,17,N
2176,1995,SOUTH AFRICA,,Diving,M,33,N
2177,1995,AUSTRALIA,Queensland,Snorkeling,M,,N
2178,1995,USA,North Carolina,Scuba diving,M,,Y
2180,1994,SOUTH AFRICA,Western Cape Province,Body boarding,M,26,N
2181,1994,USA,Hawaii,"Surfing, sitting on board",,,N
2182,1994,BRAZIL,Pernambuco,Surfing,M,,N
2185,1994,AUSTRALIA,Queensland,Murder victim,M,44,N
2186,1994,USA,California,Commercial diver (submerged or treading water),M,42,Y
2187,1994,BRAZIL,Pernambuco,Surfing,M,,Y
2188,1994,SOUTH AFRICA,Western Cape Province,Spearfishing,M,,N
2189,1994,USA,Hawaii,"Surfing, paddling seawards",F,34,N
2190,1994,USA,Hawaii,Surfing,,,N
2191,1994,BRAZIL,Pernambuco,Surfing,,,N
2193,1994,USA,Florida,Wading,F,9,N
2194,1994,USA,Florida,Surfing,M,16,N
2195,1994,USA,South Carolina,Swimming,F,30,N
2196,1994,USA,Oregon,Surfing,M,43,N
2197,1994,USA,Florida,Adrift on refugee raft,M,7      &    31,Y
2198,1994,USA,Hawaii,Jumped off rocks into white water,F,12,N
2199,1994,JAPAN,Kagoshima Prefecture,,,,N
2200,1994,BRAZIL,Pernambuco,Surfing,M,15,N
2201,1994,BRAZIL,Pernambuco,Swimming,M,,Y
2202,1994,REUNION,Saint-Denis,Windsurfing,M,24,Y
2203,1994,SOUTH AFRICA,Eastern Cape Province,Surfing,M,22,Y
2204,1994,SOUTH AFRICA,Eastern Cape Province,Surfing,M,31,N
2206,1994,USA,Florida,Surfing,M,15,N
2207,1994,BAHAMAS,Grand Bahama Island,Spearfishing,M,30,N
2208,1994,USA,Florida,Surfing,M,24,N
2209,1994,USA,Florida,Surfing,M,28,N
2210,1994,USA,Florida,Spearfishing,M,35,N
2211,1994,USA,Florida,Wading,F,36,N
2212,1994,USA,Florida,Wading,M,26,N
2213,1994,USA,Florida,Surfing,M,22,N
2214,1994,USA,California,,F,25,Y
2215,1994,REUNION,Saint-Joseph,,,,Y
2216,1994,BAHAMAS,,Wading,M,20?,N
2217,1994,USA,Florida,Freediving for seashells,M,71,N
2218,1994,SOUTH AFRICA,Western Cape Province,Spearfishing,M,,Y
2219,1994,CHILE,,Swimming alongside NOAA research vessel Discoverer,F,19,N
2220,1994,CHILE,,Swimming alongside NOAA research vessel Discoverer,M,,N
2221,1994,USA,California,Removing shark from tank in nightclub ,M,33,N
2222,1994,BRAZIL,Pernambuco,Surfing,M,25,N
2224,1994,USA,Florida,Surfing,M,23,N
2225,1994,USA,Hawaii,Fishing,M,,N
2226,1994,SOUTH AFRICA,Eastern Cape Province,Surfing,M,15,N
2227,1994,NEW CALEDONIA,South Province,Fishing,,,Y
2228,1994,BRAZIL,Pernambuco,Swimming,M,,N
2229,1994,USA,Hawaii,Surfing,M,,Y
2230,1994,SOUTH AFRICA,Eastern Cape Province,Windsurfing,M,44,N
2231,1994,AUSTRALIA,Western Australia,Fishing,,,N
2232,1994,AUSTRALIA,Queensland,"Swimming, after falling off towed kneeboard",M,23,N
2233,1994,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,33,N
2234,1994,HONG KONG,,Playing volleyball with friends,F,,N
2235,1994,USA,Florida,Surfing,M,,N
2236,1993,USA,Hawaii,Surfing,M,,Y
2237,1993,USA,Florida,Swimming,M,30,N
2238,1993,AUSTRALIA,Western Australia,Hookah diving,M,27,Y
2239,1993,USA,Hawaii,"Surfing, paddling shorewards",M,,N
2240,1993,SOMALIA,Banaadir Region,Stamding,M,,Y
2241,1993,USA,California,Surfing,M,26,N
2242,1993,USA,Florida,Swimming,F,26,N
2243,1993,USA,California,Kayaking,F,34,N
2244,1993,USA,Hawaii,Surfing,,,N
2245,1993,SOMALIA,Banaadir Region,Swimming,M,21,Y
2246,1993,SOUTH AFRICA,Western Cape Province,Spearfishing,M,36,N
2247,1993,EL SALVADOR,La Libertad,Surfing,,15,N
2248,1993,EL SALVADOR,La Libertad,Surfing,M,17,Y
2249,1993,USA,Florida,Wading,M,19,N
2250,1993,USA,Florida,,M,16,N
2251,1993,SPAIN,Costa Blanca,Swimming,M,69,N
2252,1993,BAHAMAS,Walkers Cay,Spearfishing,M,51,N
2253,1993,USA,Florida,Surfing,,13,N
2254,1993,USA,Hawaii,"Surfing, paddling seawards",M,,N
2255,1993,USA,California,Watching the shark feeding on a dead pinniped,,,N
2256,1993,USA,North Carolina,Riding floatation device,F,19,N
2257,1993,AUSTRALIA,Western Australia,Fishing,,,N
2258,1993,USA,California,Free diving for abalone (ascending),M,39,N
2259,1993,NEW CALEDONIA,South Province,Fishing for lobsters,M,,Y
2260,1993,EL SALVADOR,La Libertad,Oyster fishing,,,Y
2261,1993,SOUTH AFRICA,Eastern Cape Province,Surfing,M,28,N
2262,1993,USA,Florida,Playing,F,12,N
2263,1993,BRAZIL,Pernambuco,Swimming,M,,Y
2264,1993,REUNION,Saint-Paul,Body boarding,M,16,N
2265,1993,HONG KONG,New Territories,Swimming,M,61,Y
2266,1993,MEXICO,Quintana Roo,Scuba diving,F,42,Y
2267,1993,USA,Hawaii,Paddling on surfboard or body board,M,22,N
2268,1993,AUSTRALIA,New South Wales,Scuba diving,M,31,Y
2269,1993,AUSTRALIA,Tasmania,Scuba diving at seal colony,F,34,Y
2270,1993,HONG KONG,New Territories,Swimming,M,42,Y
2271,1993,USA,North Carolina,Swimming,F,60's,N
2272,1993,HONG KONG,"On the Kowloon penisula, south of Sai Kung",,F,,Y
2273,1993,SOMALIA,Banaadir Region,Swimming,F,,Y
2274,1993,AUSTRALIA,Tasmania,Spearfishing,M,32,N
2275,1993,BRAZIL,Pernambuco,Surfing,M,,N
2276,1993,USA,Florida,Floating on his back,M,25,N
2277,1993,JAPAN,Ehime Prefecture,,,,N
2278,1993,USA,Hawaii,Paddling on surfboard,M,35,N
2279,1993,USA,California,Free diving & spearfishing (ascending),M,55,N
2280,1993,NEW CALEDONIA,South Province,Swimming,,,N
2281,1993,TONGA,Tongapatu Group,Sea disaster,M,,N
2283,1993,AUSTRALIA,Queensland,Fishing,M,69,N
2284,1993,BRAZIL,Pernambuco,Body boarding,M,15,N
2285,1993,AUSTRALIA,Queensland,Spearfishing,M,21,N
2286,1993,CARIBBEAN SEA,,   ,M,32 & 30,N
2287,1993,USA,Oregon,Surfing,M,29,N
2288,1993,ANGOLA,West Africa,Surfing,M,,N
2289,1993,SOMALIA,Banaadir Region,,,,Y
2290,1993,TONGA,Vavau,Spearfishing,,30,N
2291,1993,USA,Florida,Snorkeling,,,N
2292,1992,USA,Hawaii,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,10,N
2293,1992,USA,Hawaii,Lying on surfboard,M,30,N
2294,1992,USA,California,Spearfishing / free diving,M,31,N
2295,1992,USA,Florida,Surfing,M,19,N
2296,1992,USA,Florida,Surfing,M,24,N
2297,1992,USA,California,Kayaking,M,46,N
2298,1992,FIJI,Wakaya Island,Scuba diving,M,30,N
2299,1992,USA,California,Scuba diving (submerged),M,40,N
2300,1992,USA,Florida,Surfing,M,17,N
2301,1992,USA,Hawaii,Body boarding,M,18,Y
2302,1992,USA,California,Hookah diving for sea urchins,M,40,N
2303,1992,USA,Hawaii,Surfing,M,28,N
2304,1992,AUSTRALIA,New South Wales,Scuba diving,M,,N
2305,1992,BRAZIL,Maranhão,Boogie boarding,,,N
2306,1992,AUSTRALIA,Queensland,Surfing,M,28,Y
2307,1992,BRAZIL,Pernambuco,Body boarding,M,,N
2308,1992,USA,Oregon,Surfing,M,20,N
2309,1992,USA,Florida,Standing,F,18,N
2310,1992,BRAZIL,Pernambuco,Swimming,M,,Y
2311,1992,USA,Florida,Surf fishing,M,,N
2312,1992,BAHAMAS,Abaco Islands,"Snorkeling, carrying a speared fish in her hand",F,34,N
2313,1992,AUSTRALIA,South Australia,Surfing,M,17,N
2314,1992,USA,Hawaii,Fell from cliff while fishing & disappeared in strong current,M,,Y
2315,1992,USA,California,Surfing,M,22,N
2316,1992,USA,Florida,Snorkeling,M,26,N
2318,1992,USA,Hawaii,"Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found",M,,Y
2319,1992,USA,Florida,Standing,F,42,N
2320,1992,BRAZIL,Maranhão,Surfing,M,,N
2323,1992,REUNION,Saint-Paul,Surfing,M,16,Y
2324,1992,VANUATU,Malampa Province,Swimming,F,21,N
2325,1992,JAPAN,Ehime Prefecture,Preparing to fish for jack-mackerel,,,N
2326,1992,REUNION,Saint-Paul,Diving,,,N
2327,1992,USA,North Carolina ,Scuba diving ,M,45,Y
2328,1992,REUNION,Saint-Joseph,Surfing,M,,Y
2329,1992,MEXICO,Mexico / Caribbean Sea,Scuba diving & filming,M,,N
2330,1992,NEW ZEALAND,Antarctic Ocean,Snorkeling,M,,N
2331,1992,SOUTH AFRICA,Eastern Cape Province,Surfing,M,35,N
2332,1992,USA,Hawaii,"Surfing, paddling seawards",F,36,N
2333,1992,AUSTRALIA,Victoria,Surfing,M,17,N
2334,1992,JAPAN,Ehime Prefecture,Hookah diving for pen shells ,M,41,Y
2335,1992,JAPAN,Ehime Prefecture,"Fishing for yellowtail, Seriola quinqueradiata",,,N
2336,1992,USA,Oregon,Surfing (sitting on his board),M,21,N
2337,1992,USA,Hawaii,Body boarding,M,,Y
2338,1992,JAPAN,Ehime Prefecture,Diving for pen shells,M,,N
2339,1992,AUSTRALIA,Tasmania,Surfing,M,19,N
2340,1992,REUNION,La Saline-les-Bains,Spearfishing,M,,N
2341,1992,AUSTRALIA,New South Wales,Boogie boarding,M,19,N
2342,1992,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,19,N
2343,1992,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,36,N
2344,1992,MAURITIUS,,Fishing,M,,N
2345,1992,JAPAN,Ehime Prefecture,,M,,N
2346,1992,JAPAN,Sea of Japan,,,,N
2347,1992,FIJI,Tavenui,,M,33,Y
2348,1991,USA,California,Hookah diving for sea urchins,M,25,N
2349,1991,USA,Hawaii,Snorkeling,F,41,Y
2350,1991,USA,Hawaii,Snorkeling,F,,N
2351,1991,USA,Hawaii,"Fishing from rocks, swept out to sea by large wave & treading water",M,,Y
2352,1991,USA,Florida,Fishing,M,,N
2353,1991,AUSTRALIA,Western Australia,Boogie boarding,M,14,N
2354,1991,USA,Florida,Surfing,M,21,N
2355,1991,USA,California,Surfing,M,32,N
2356,1991,BAHAMAS,,Spearfishing,M,32,Y
2357,1991,AUSTRALIA,South Australia,Scuba diving,M,19,Y
2358,1991,AUSTRALIA,Queensland,Finning the shark that bit him,M,36,N
2359,1991,USA,South Carolina,Swimming,M,23,N
2360,1991,USA,Florida,Wading,F,10,N
2362,1991,ITALY,Ligurian Sea,Canoeing,F,40,N
2363,1991,USA,Florida,Snorkeling,M,39,N
2364,1991,USA,Florida,Swimming from makeshift raft  to life vest after fishing boat sank,M,42,N
2365,1991,USA,Florida,Swimming,M,22,N
2366,1991,REUNION,L'Etang-Salé,Surfing,M,30,N
2368,1991,USA,Virginia,Boogie boarding,M,13,N
2369,1991,HONG KONG,,,M,22,Y
2370,1991,HONG KONG,Kowloon Peninsula,Fishing,M,,Y
2371,1991,USA,Florida,Surfing,M,18,N
2372,1991,USA,Florida,Swimming behind sailboat,M,31,N
2373,1991,HONG KONG,Port Shelter,Swimming ,F,65,Y
2374,1991,USA,Hawaii,Sitting on surfboard,M,23,N
2375,1991,SOUTH AFRICA,Western Cape Province,Scuba diving,M,,N
2376,1991,BRAZIL,Pernambuco,Fishing,,,N
2377,1991,USA,Maryland,Diving,,,N
2378,1991,USA,Florida,"Surfing, collided with shark",M,22,N
2379,1991,USA,Hawaii,Sitting on surfboard,M,,N
2380,1991,AUSTRALIA,New South Wales,Scuba diving,M,18,N
2381,1991,USA,Oregon,Surfing,M,38,N
2382,1991,SOUTH AFRICA,Western Cape Province,Spearfishing,M,20,N
2383,1991,AUSTRALIA,Queensland,Swimming,M,35,N
2384,1991,AUSTRALIA,Western Australia,Surf-skiing,M,,N
2385,1991,AUSTRALIA,Queensland,Surfing (or sailboarding),M,22,N
2386,1990,SOUTH AFRICA,Eastern Cape Province,,M,,N
2387,1990,AUSTRALIA,Queensland,Swimming ,M,26,N
2388,1990,USA,California,Scuba diving (but on surface),F,,N
2389,1990,USA,Florida,Surfing,M,24,N
2390,1990,USA,Florida,Surfing,M,50,N
2391,1990,USA,Florida,Surfing,M,18,N
2392,1990,AUSTRALIA,Queensland,Swimming,M,26,N
2393,1990,AUSTRALIA,South Australia,Surfing,M,,N
2394,1990,USA,Florida,Surfing,M,25,N
2395,1990,USA,Hawaii,Surfing,M,43,N
2396,1990,USA,Florida,Surfing,M,19,N
2397,1990,SOUTH AFRICA,Western Cape Province,Spearfishing,M,26,N
2398,1990,USA,California,"Free diving / spearfishing, from paddleboard & floating on the surface",M,49,N
2399,1990,USA,California,Kayaking,M,44,N
2400,1990,USA,Florida,SCUBA diving,M,30,Y
2401,1990,USA,California,Surfing,M,22,N
2402,1990,USA,Texas,Surfing,M,,N
2403,1990,USA,Texas,Wade fishing,M,18,N
2404,1990,USA,Texas,Wading,F,53,N
2405,1990,USA,Florida,Surfing,M,17,N
2406,1990,SOUTH AFRICA,Western Cape Province,Scuba diving (but on surface),F,21,Y
2407,1990,BAHAMAS,,Spearfishing,M,38,N
2408,1990,SOUTH AFRICA,KwaZulu-Natal,Fishing,,,N
2409,1990,AUSTRALIA,Queensland,Snorkeling,F,30s,N
2410,1990,AUSTRALIA,Queensland,"Snorkeling, possibly holding a fish",M,30s,N
2411,1990,SOUTH AFRICA,Eastern Cape Province,Resting on surfboard,M,22,N
2412,1990,SOUTH AFRICA,Eastern Cape Province,Lying on surfboard & paddling,M,23,N
2413,1990,AUSTRALIA,Queensland,Surfing,M,31,N
2414,1990,AUSTRALIA,Queensland,Free diving for trochus,M,37,Y
2415,1990,AUSTRALIA,Queensland,Surfing,M,,N
2416,1990,AUSTRALIA,Queensland,Surfing,M,29,N
2417,1990,USA,Hawaii,Sitting on surfboard,M,,N
2418,1990,FIJI,Laucala Island,Swimming,M,30,N
2419,1990,REUNION,Sainte-Marie,Surfing,M,,N
2420,1990,USA,Hawaii,Scuba diving & spearfishing,M,,Y
2421,1990,USA,Florida,Board sailing,M,33,N
2422,1990,USA,California,Surfing (sitting on his board),M,,N
2424,1989,USA,Hawaii,On board 51' fishing vessel One Ki,M,,N
2426,1989,AUSTRALIA,Queensland,Swimming,M,27,Y
2427,1989,AUSTRALIA,Victoria,Surfing,M,32,N
2428,1989,SOUTH AFRICA,Western Cape Province,Free diving & spearfishing,M,29,Y
2429,1989,USA,Hawaii,"Wading, knocked down & swept away by large waves",M,,Y
2430,1989,AUSTRALIA,Queensland,Swimming in canal,M,10,N
2431,1989,AUSTRALIA,Northern Territory,Swimming,F,31,N
2432,1989,AUSTRALIA,Tasmania,Surfing,M,17,N
2433,1989,USA,Hawaii,Scuba diving,M,,Y
2434,1989,USA,Texas,Surfing,M,12,N
2435,1989,USA,North Carolina,Diving,M,49,Y
2437,1989,SOUTH AFRICA,Western Cape Province,Free diving,M,29,N
2438,1989,USA,Florida,"Fishing, stepped on hooked shark's head",M,51,N
2439,1989,USA,California,Observing a shark feeding on a carcass of a humpback whale,,,N
2440,1989,USA,California,Hookah diving for abalone (descending),M,38,N
2441,1989,USA,North Carolina,Surfing,M,31,N
2442,1989,USA,California,Filming 5' blue shark,M,46,N
2443,1989,AUSTRALIA,Queensland,Feeding fish,M,30,N
2444,1989,USA,Florida,Swimming,M,21,N
2445,1989,SOUTH AFRICA,Western Cape Province,Surfing,M,21,N
2446,1989,AUSTRALIA,New South Wales,Surfing,M,17,N
2447,1989,BAHAMAS,Great Exuma Island,Spearfishing,F,31,N
2448,1989,AUSTRALIA,Queensland,Fishing for sharks,M,41,N
2450,1989,SOUTH AFRICA,Eastern Cape Province,Surfing,M,34,N
2451,1989,REUNION,Sainte-Suzanne,Surfing,M,,Y
2452,1989,USA,Florida,Surfing,M,16,N
2453,1989,USA,Texas,Playing ,F,9,N
2454,1989,USA,Hawaii,Fell off surfboard 20' from shore,M,,N
2455,1989,USA,Louisiana,Spearfishing,M,45,N
2456,1989,ITALY,Tuscany,Windsurfing (urinating on his board),M,,N
2457,1989,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16,N
2458,1989,SOUTH AFRICA,Eastern Cape Province,Free diving,M,28,N
2459,1989,JAPAN,Sea of Japan,,M,,N
2460,1989,USA,Florida,Swimming,M,19,N
2461,1989,USA,Washington,Surfing (lying prone on his board),M,,N
2462,1989,USA,California,,,,N
2463,1989,USA,Hawaii,Paddling on surfboard,M,,N
2465,1989,AUSTRALIA,South Australia,Surfing,M,27,Y
2466,1989,AUSTRALIA,Western Australia,Kayaking,M,,N
2467,1989,SOUTH AFRICA,Western Cape Province,Fishing,M,,N
2468,1989,SOUTH AFRICA,KwaZulu-Natal,Windsurfing,M,26,N
2469,1989,ITALY,Tyrrhenian Sea,"Scuba diving, but swimming on surface",M,47,Y
2470,1989,USA,California,Kayaking,M,24,Y
2471,1989,USA,California,Kayaking,F,24,Y
2472,1989,USA,Hawaii,Body boarding,M,10,N
2473,1989,SOUTH AFRICA,KwaZulu-Natal,Lifesaving drill,M,19,N
2474,1989,USA,Hawaii,Swimming in strong current with 3 others when he disappeared,M,,Y
2475,1989,AUSTRALIA,New South Wales,Surfing with dolphins,M,17,N
2476,1989,PAPUA NEW GUINEA,New Ireland,"Scuba diving, hand feeding sharks",F,,N
2477,1989,USA,Virginia,Spearfishing using scuba & trailing a string of bleeding fish,M,,N
2478,1988,CHILE,Valpariso Province,Skindiving,M,,Y
2479,1988,AUSTRALIA,Queensland,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,17,Y
2480,1988,AUSTRALIA,Queensland,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,62,Y
2481,1988,PHILIPPINES,Viscayan Sea,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,,,Y
2482,1988,USA,Oregon,Surfing (sitting on his board),M,21,N
2483,1988,AUSTRALIA,Victoria,Surfing,M,38,N
2484,1988,USA,Florida,Surfing,M,15,N
2485,1988,USA,Florida,Surfing,M,30,N
2486,1988,USA,Florida,Surfing,M,23,N
2487,1988,AUSTRALIA,South Australia,Surfing,M,15,N
2488,1988,USA,Florida,Wading,F,23,N
2489,1988,USA,Florida,Surfing,M,21,N
2490,1988,USA,Florida,Walking,F,,N
2491,1988,USA,Florida,Snorkeling,M,38,Y
2492,1988,USA,Louisiana,Diving in Sharkey's Reef restaurants aquarium,M,,N
2493,1988,ITALY,Manfredonia ,,M,16,N
2494,1988,JAPAN,Tokyo Prefecture,,M,,N
2495,1988,USA,California,Surfing,M,27,N
2496,1988,BAHAMAS,,Free diving & spearfishing ,M,,N
2497,1988,BAHAMAS,,Spearfishing on scuba,M,28,N
2498,1988,BAHAMAS,,Diving,M,35,N
2499,1988,USA,Florida,Swimming,F,15,N
2500,1988,USA,Florida,Boogie boarding,M,37,N
2501,1988,BAHAMAS,,Snorkeling,M,,N
2502,1988,BAHAMAS,,Spearfishing,M,,N
2503,1988,SOUTH AFRICA,Western Cape Province,Spearfishing,M,36,N
2504,1988,USA,North Carolina,Scuba diving,M,42,N
2505,1988,USA,South Carolina,Sittting in water with his child,M,37,N
2506,1988,USA,Florida,Swimming,M,12,N
2507,1988,USA,Florida,Surfing,M,25,N
2508,1988,SOUTH KOREA,,Shell diving,F,38,Y
2509,1988,USA,Florida,Surfing,M,31,N
2510,1988,USA,Florida,Surfing / treading water,M,29,N
2511,1988,REUNION,Saint-Louis,pêcheur de bichiques,M,,Y
2512,1988,USA,California,Surfing,M,,N
2513,1988,USA,Florida,Swimming,M,24,N
2514,1988,USA,Hawaii,Onboard 21' powerboat that capsized in rough seas,M,,Y
2515,1988,USA,Florida,Surfing,M,14,N
2516,1988,USA,Florida,Windsurfing,M,,N
2517,1988,SOUTH AFRICA,KwaZulu-Natal,,F,,Y
2518,1988,USA,Florida,Standing ,F,30,N
2519,1988,USA,Hawaii,Body surfing,M,,N
2520,1988,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,17,N
2521,1988,REUNION,Saint-Pierre,Surfing,M,,N
2522,1988,SOUTH AFRICA,KwaZulu-Natal,,,,N
2523,1988,SOUTH AFRICA,Eastern Cape Province,Surfing,M,20,N
2524,1988,SOUTH AFRICA,KwaZulu-Natal,Lying atop surfboard,F,15,N
2525,1988,AUSTRALIA,Western Australia,Drift fishing,,,N
2526,1988,Fiji,Vanua Levu,Diving,M,22,N
2527,1988,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,22,N
2528,1988,AUSTRALIA,Torres Strait,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu ,M,,Y
2529,1988,USA,Louisiana,Fishing,M,,N
2530,1988,SOUTH AFRICA,Western Cape Province,Attempting to lasso shark's tail,M,33,N
2531,1988,SOUTH AFRICA,Western Cape Province,"Returning to shore, collided with shark",,,N
2532,1988,AUSTRALIA,New South Wales,Surfing,M,12,N
2533,1987,PHILIPPINES,Mindoro,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,,,Y
2534,1987,USA,Florida,Surfing,M,16,N
2535,1987,AUSTRALIA,New South Wales,,F,16 to 18,Y
2536,1987,USA,Florida,Surfing,M,15,N
2537,1987,SOUTH AFRICA,KwaZulu-Natal,,M,,N
2538,1987,USA,California,Surfing,M,20,N
2539,1987,SOUTH AFRICA,KwaZulu-Natal,Boogie boarding,M,14,N
2540,1987,SOUTH AFRICA,Western Cape Province,Spearfishing,M,21,N
2541,1987,DOMINICAN REPUBLIC,Between DR and Puerto Rico,"Vessel caught fire & capsized, survivors in the water",,,Y
2542,1987,AUSTRALIA,South Australia,Scuba Diving for scallops,M,47,Y
2543,1987,SOUTH AFRICA,Western Cape Province,Surfing,M,24,N
2544,1987,USA,Florida,Wading,M,12,N
2545,1987,USA,California,Surfing (sitting on his board),M,40,N
2546,1987,USA,Florida,Surfing,M,27,N
2547,1987,USA,Texas,Body surfing,F,32,N
2548,1987,USA,Texas,Wading,F,16,N
2549,1987,USA,South Carolina,Dropping anchor,,,N
2550,1987,BAHAMAS,Exuma Islands,Snorkeling,M,35,N
2551,1987,BAHAMAS,,Spearfishing,M,,N
2552,1987,USA,Florida,Fishing,M,,N
2553,1987,USA,South Carolina,,M,12,N
2554,1987,USA,Florida,Surfing,M,,N
2555,1987,AUSTRALIA,New South Wales,Fishing,M,34,N
2556,1987,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,,Y
2557,1987,USA,Texas,Swimming,F,16,N
2558,1987,USA,Hawaii,Swimming from shore to anchored sailboat,M,,Y
2559,1987,VANUATU,Malampa Province,Swimming,M,8,Y
2560,1987,AUSTRALIA,Western Australia,Surfing,M,18,N
2561,1987,SOUTH AFRICA,Western Cape Province,,,,N
2562,1987,USA,Florida,Windsurfing,M,,N
2563,1987,SOLOMON ISLANDS,Between Honiara & Isabel Island,The inter-island ferry Vula sank in heavy weather,,,Y
2564,1987,SOUTH AFRICA,Eastern Cape Province,Spearfishing,M,30,N
2565,1987,AUSTRALIA,Queensland,Swimming,M,37,N
2566,1987,MONTENEGRO,Adriatic Sea,Jumped into the water from a cliff,M,,Y
2567,1987,ITALY,Tyrrhenian Sea,Boat,M,,N
2568,1986,SOUTH AFRICA,Western Cape Province,Spearfishing,M,,N
2569,1986,SOUTH AFRICA,Western Cape Province,Body boarding,M,21,Y
2570,1986,USA,Florida,Surfing,M,40,N
2571,1986,BAHAMAS,Florida Straits,Adrift after ditching plane in the sea,M,37,N
2572,1986,USA,California,Free diving  & spearfishing (submerged),M,27,N
