Case Number,Date,Year,Country,Area,Fatal (Y/N),Activity,original order
2014.04.22,22-Apr-14,2014,USA,Florida,N,Swimming,5652
2014.04.15,15-Apr-14,2014,USA,Florida,N,Wading,5651
2014.04.12.R,Reported 12-Apr-2014,2014,SOUTH AFRICA,,N,Shark watching,5650
2014.04.12,12-Apr-14,2014,SOUTH AFRICA,Eastern Cape Province,N,Fishing,5649
2014.04.04.b,04-Apr-14,2014,USA,Florida,N,Surfing,5648
2014.04.04.a,04-Apr-14,2014,USA,Florida,N,Surfing,5647
2014.04.03,03-Apr-14,2014,AUSTRALIA,New South Wales,Y,Swimming,5646
2014.03.29,29-Mar-14,2014,AUSTRALIA,Western Australia,Y,Diving for lobsters,5645
2014.03.22.b,22-Mar-14,2014,SOUTH AFRICA,Eastern Cape Province,Y,Swimming,5644
2014.03.22.a,22-Mar-14,2014,USA,Florida,N,Kite Surfing,5643
2014.03.21,21-Mar-14,2014,USA,Florida,N,Surfing,5642
2014.03.18.c,18-Mar-14,2014,NEW CALEDONIA,Baie de Sainte-Marie,N,Kite Surfing,5641
2014.03.18.b,18-Mar-14,2014,AUSTRALIA,Victoria,N,Surfing,5640
2014.03.13,13-Mar-14,2014,CAYMAN ISLANDS,,N,Scuba diving / culling lionfish,5639
2014.03.18,18-Mar-14,2014,AUSTRALIA,New South Wales,N,,5638
2014.03.12,12-Mar-14,2014,AUSTRALIA,New South Wales,N,Swimming,5637
2014.03.02,02-Mar-14,2014,USA,Florida,N,Surfing,5636
2014.02.20,20-Feb-14,2014,FRENCH POLYNESIA,Society Islands,N,Kitesurfing,5635
2014.02.17,Reported 17-Feb-2014,2014,PAPUA NEW GUINEA,,N,Sailing,5634
2014.02.08,08-Feb-14,2014,AUSTRALIA,South Australia,Y,Spearfishing / Free diving,5633
2014.02.07.b,07-Feb-14,2014,TRINIDAD & TOBAGO,Trinidad,N,Fishing,5632
2014.02.07,07-Feb-14,2014,NEW ZEALAND,South Island,N,Surfing,5631
2014.01.26,26-Jan-14,2014,AUSTRALIA,New South Wales,N,Fishing,5630
2014.01.25,25-Jan-14,2014,NEW ZEALAND,South Island,N,Spearfishing,5629
2014.01.04,04-Jan-14,2014,JAPAN,Okinawa Prefecture,N,Sea disaster,5628
2014.00.00,2014,2014,NEW ZEALAND,,N,Filming a documentary,5627
2013.12.25,25-Dec-13,2013,NEW CALEDONIA,North Province,N,Snorkeling,5626
2013.12.16,16-Dec-13,2013,SOUTH AFRICA,Western Cape Province,N,Surfing,5625
2013.12.13,13-Dec-13,2013,KIRIBATI,740 miles SE of Tarawa Atoll,N,Attempting to remove fishing net from submerged object,5624
2013.12.11,11-Dec-13,2013,USA,Hawaii,N,Boogie boarding,5623
2013.12.10,10-Dec-13,2013,USA,Florida,N,Surfing,5622
2013.12.05,05-Dec-13,2013,AUSTRALIA,New South Wales,N,Surfing,5621
2013.12.02,02-Dec-13,2013,USA,Hawaii,Y,Kayaking / Fishing,5620
2013.11.30,30-Nov-13,2013,AUSTRALIA,New South Wales,Y,Body boarding,5619
2013.11.29,29-Nov-13,2013,USA,Hawaii,N,Snorkeling,5618
2013.11.23.a,23-Nov-13,2013,AUSTRALIA,Western Australia,Y,Surfing,5617
2013.11.22,22-Nov-13,2013,USA,Oregon,N,Surfing,5616
2013.11.12,12-Nov-13,2013,AUSTRALIA,Western Australia,N,Surfing,5615
2013.11.10,10-Nov-13,2013,BAHAMAS,,N,Shark fishing,5614
2013.11.07.b,07-Nov-13,2013,USA,New Jersey,N,Body boarding,5613
2013.11.07.a,07-Nov-13,2013,USA,Florida,N,Surfing,5612
2013.10.31,31-Oct-13,2013,USA,Hawaii,N,Kiteboarding,5611
2013.10.28,28-Oct-13,2013,AUSTRALIA,Western Australia,N,Snorkeling,5610
2013.10.26.b,26-Oct-13,2013,REUNION,dÉtang-Salé,N,Body boarding,5609
2013.10.26.a,26-Oct-13,2013,AUSTRALIA,Western Australia,N,Diving for crayfish,5608
2013.10.24,24-Oct-13,2013,AUSTRALIA,New South Wales,N,Surfing,5607
2013.10.23,23-Oct-13,2013,USA,Hawaii,N,Diving ,5606
2013.10.20,20-Oct-13,2013,USA,Hawaii,N,Surfing,5605
2013.10.19,19-Oct-13,2013,USA,Florida,N,Wading,5604
2013.10.11,11-Oct-13,2013,SOUTH AFRICA,Eastern Cape Province,Y,Swimming / snorkeling,5603
2013.10.08,08-Oct-13,2013,AUSTRALIA,Western Australia,N,Diving for Abalone,5602
2013.10.05,06-Oct-13,2013,USA,California,N,Surfing,5601
2013.10.05,10-Oct-13,2013,USA,Florida,N,Wading,5600
2013.09.29.b,29-Sep-13,2013,USA,Florida,N,Surfing,5599
2013.09.29.a,29-Sep-13,2013,ISRAEL,Southern District,N,Diving,5598
2013.09.25, 25-Sep-2013,2013,USA,Florida,N,Standing,5597
2013.09.21.b, 21-Sep-2013,2013,USA,Florida,N,Swimming,5596
2013.09.21.a, 21-Sep-2013,2013,USA,Florida,N,Surfing,5595
2013.09.14, 14-Sep-2013,2013,USA,Florida,N,Swimming,5594
2013.09.12, 12-Sep-2013,2013,USA,Florida,N,Surfing,5593
2013.09.08,08-Sep-13,2013,USA,South Carolina,UNKNOWN,,5592
2013.09.07.b, 07-Sep-2013,2013,USA,Florida,N,Surfing,5591
2013.09.07.a, 07-Sep-2013,2013,USA,Florida,N,Standing,5590
2013.09.02, 02-Sep-2013,2013,USA,Florida,N,Swimming,5589
2013.09.01.c, 01-Sep-2013,2013,USA,Florida,N,,5588
2013.09.01.b, 01-Sep-2013,2013,BAHAMAS,,N,,5587
2013.09.01.a, 01-Sep-2013,2013,USA,Florida,N,Casting a net,5586
2013.08.31.b,31-Aug-13,2013,BAHAMAS,,N,Spearfishing,5585
2013.08.31.a,31-Aug-13,2013,USA,California,N,Swimming,5584
2013.08.29,29-Aug-13,2013,USA,California,N,Marathon swimming,5583
2013.08.26,26-Aug-13,2013,FRANCE,Bay of Biscay,N,Longline fishing for sharks,5582
2013.08.25.b, 25-Aug-2013,2013,USA,Florida,N,Boogie boarding,5581
2013.08.25, 25-Aug-2013,2013,AUSTRALIA,New South Wales,N,Wrangling a shark,5580
2013.08.18, 18-Aug-2013,2013,USA,Hawaii,N,Surfing,5579
2013.08.17,17-Aug-13,2013,USA,California,N,Surfing,5578
2013.08.14, 14-Aug-2013,2013,USA,Hawaii,Y,Snorkeling,5577
2013.08.13, 13-Aug-2013,2013,USA,Hawaii,N,Kiteboarding,5576
2013.08.11,11-Aug-13,2013,USA,South Carolina,N,Surfing,5575
2013.08.08.R,Reported 08-Aug-2013,2013,SOUTH AFRICA,,N,Attempting to free the shark,5574
2013.08.05, 05-Aug-2013,2013,USA,Florida,N,Fishing,5573
2013.07.31,  31-Jul-2013,2013,USA,Hawaii,N,Snorkeling,5572
2013.07.30,  30-Jul-2013,2013,USA,South Carolina,N,Swimming,5571
2013.07.29.c,28-Jul-13,2013,BAHAMAS,Abaco Islands,N,Spearfishing,5570
2013.07.29.b,  29-Jul-2013,2013,MEXICO,Quintana Roo,N,Wading,5569
2013.07.29.a,  29-Jul-2013,2013,USA,Hawaii,N,Surfing,5568
2013.07.28.b,28-Jul-13,2013,BAHAMAS,Exuma Islands,N,Cleaning fish,5567
2013.07.28.a,28-Jul-13,2013,BAHAMAS,Abaco Islands,N,Diving,5566
2013.07.22,    22-Jul-2013,2013,BRAZIL,Pernambuco,Y,Swimming,5565
2013.07.19,19-Jul-13,2013,USA,Alabama,N,Walking in surf,5564
2013.07.17.R,Reported 17-Jul-2013,2013,USA,Florida,N,Swimming ,5563
2013.07.15,15-Jul-13,2013,REUNION,Saint-Paul,Y,Swimming & snorkeling,5562
2013.07.14,14-Jul-13,2013,DIEGO GARCIA,,Y,Swimming,5561
2013.07.11,11-Jul-13,2013,USA,North Carolina,N,Wading,5560
2013.07.09,07-Jul-13,2013,SPAIN,Catalonia,N,Swimming,5559
2013.07.02,02-Jul-13,2013,AUSTRALIA,Victoria,N,Body surfing,5558
2013.06.30,30-Jun-13,2013,TAIWAN,Taitung ,N,Fishing,5557
2013.06.27,27-Jun-13,2013,JAMAICA,Kingston Parish,Y,,5556
2013.06.25.c,25-Jun-13,2013,USA,California,N,Kayaking / Fishing,5555
2013.06.25.b,25-Jun-13,2013,USA,Florida,N,Swimming,5554
2013.06.25.a,25-Jun-13,2013,USA,South Carolina,N,Swimming,5553
2013.06.18,18-Jun-13,2013,USA,Hawaii,N,Swimming,5552
2013.06.17,17-Jun-13,2013,USA,Texas,N,Swimming,5551
2013.06.16,16-Jun-13,2013,SOUTH AFRICA,Eastern Cape Province,N,Surfing,5550
2013.06.15,15-Jun-13,2013,USA,Florida,N,Surfing,5549
2013.06.14.R,Reported 14-Jun-2013,2013,USA,South Carolina,N,Boogie Boarding,5548
2013.06.06.b,06-Jun-13,2013,USA,Florida,N,Fishing for sharks,5547
2013.06.06.a,06-Jun-13,2013,AUSTRALIA,New South Wales,N,Surfing,5546
2013.05.27.b,27-May-13,2013,USA,Hawaii,N,Diving,5545
2013.05.27.a,27-May-13,2013,USA,Florida,N,Swimming,5544
2013.05.23.b,23-May-13,2013,BRAZIL,Pernambuco,Y,,5543
2013.05.23.a,23-May-13,2013,PALESTINIAN TERRITORIES,,N,Fishing,5542
2013.05.14,14-May-14,2013,ECUADOR,Santa Cruz Island,N,Surfing,5541
2013.05.08.b,08-May-13,2013,USA,California,Y,Surfing,5540
2013.05.08.a,08-May-13,2013,REUNION,Saint-Gilles,Y,Body boarding,5539
2013.05.04.a,04-May-13,2013,USA,Florida,N,Surfing,5538
2013.04.28,28-Apr-13,2013,AUSTRALIA,New South Wales,N,Fishing,5537
2013.04.24,24-Apr-13,2013,MEXICO,Quintana Roo,N,Swimming,5536
2013.04.21,21-Apr-13,2013,AUSTRALIA,New South Wales,N,Fishing,5535
2013.04.17,17-Apr-13,2013,USA,Florida,N,Playing in the surf,5534
2013.04.14,14-Apr-13,2013,SOUTH AFRICA,Western Cape Province,N,Free diving,5533
2013.04.13.b,13-Apr-13,2013,USA,Florida,N,Surfing,5532
2013.04.13.a,13-Apr-13,2013,GUAM,,Y,,5531
2013.04.10,10-Apr-13,2013,FRENCH POLYNESIA,Tuamotus,N,Kite boarding,5530
2013.04.04,04-Apr-13,2013,USA,Florida,N,Swimming,5529
2013.04.02.R,Reported 02-Apr-2013,2013,AUSTRALIA,Western Australia,Y,,5528
2013.04.02.a,02-Apr-13,2013,USA,Hawaii,N,Surfing,5527
2013.03.31,31-Mar-13,2013,AUSTRALIA,New South Wales,N,Surfing,5526
2013.03.29,29-Mar-13,2013,SEYCHELLES,,N,Free diving,5525
2013.03.21.R,Reported 21-Mar-2013,2013,BELIZE,,N,Snorkeling,5524
2013.03.21,21-Mar-13,2013,BAHAMAS,Eleuthera,N,Fly fishing,5523
2013.03.16.b,16-Mar-13,2013,SOUTH AFRICA,Western Cape Province,N,Fishing - 'tag & release',5522
2013.03.16.a,16-Mar-13,2013,SOUTH AFRICA,Western Cape Province,N,Surfing,5521
2013.03.12,12-Mar-13,2013,JAMAICA,St. Catherine,Y,Spearfishing,5520
2013.03.10.b,10-Mar-13,2013,AUSTRALIA,Western Australia,N,Spearfishing,5519
2013.03.10.a,10-Mar-13,2013,PHILIPPINES,Palawan,N,Swimming to shore with floatioon devices after boat engine conked out,5518
2013.03.03,03-Mar-13,2013,SOUTH AFRICA,Eastern Cape Province,N,Swimming,5517
2013.02.27,27-Feb-13,2013,NEW ZEALAND,North Island,Y,Swimming,5516
2013.02.21.b,21-Feb-13,2013,USA,Hawaii,N,Surfing,5515
2013.02.21.a,21-Feb-13,2013,USA,Hawaii,N,Surfing,5514
2013.02.10,10-Feb-13,2013,USA,Florida,N,Surfing,5513
2013.02.09,09-Feb-13,2013,FRENCH POLYNESIA,Society Islands,N,Scuba diving,5512
2013.02.01,01-Feb-13,2013,JAMAICA,Kingston Parish,N,,5511
2013.01.26,26-Jan-13,2013,AUSTRALIA,Victoria,N,Fishing,5510
2013.01.25,25-Jan-13,2013,AUSTRALIA,Queensland,N,Surfing,5509
2013.01.21.R,Reported 21-Jan-2013,2013,AUSTRALIA,Queensland,N,Dragging stranded shark into deeper water,5508
2013.01.16,16-Jan-13,2013,USA,Hawaii,N,Surfing,5507
2013.01.13,13-Jan-13,2013,NEW ZEALAND,Mercury Islands,N,Spearfishing,5506
2013.01.05,05-Jan-13,2013,AUSTRALIA,Western Australia,N,Spearfishing / Free diving,5505
2012.12.31,31-Dec-12,2012,USA,Florida,N,Swimming,5504
2012.12.30,30-Dec-12,2012,AUSTRALIA,New South Wales,N,Surfing,5503
2012.12.28,28-Dec-12,2012,AUSTRALIA,New South Wales,N,Paddle boarding,5502
2012.12.25,25-Dec-12,2012,SOUTH AFRICA,Eastern Cape Province,Y,Swimming,5501
2012.12.19,19-Dec-12,2012,AUSTRALIA,Western Australia,N,Surfing,5500
2012.12.05,05-Dec-12,2012,USA,Hawaii,N,Surfing,5499
2012.12.02,02-Dec-12,2012,AUSTRALIA,New South Wales,N,Spearfishing,5498
2012.12.00,Dec-12,2012,NEW ZEALAND,South Island,N,Scuba diving,5497
2012.11.30,30-Nov-12,2012,USA,Hawaii,N,Snorkeling,5496
2012.11.27,27-Nov-12,2012,AUSTRALIA,Queensland,N,,5495
2012.11.22,22-Nov-12,2012,MEXICO,Sinaloa,Y,Swimming,5494
2012.11.19,19-Nov-12,2012,USA,Florida,N,Surfing,5493
2012.11.04.b,04-Nov-12,2012,USA,Hawaii,N,Diving,5492
2012.11.04.a,04-Nov-12,2012,USA,Hawaii,N,Surfing,5491
2012.10.30,30-Oct-12,2012,USA,California,N,Surfing,5490
2012.10.27,27-Oct-12,2012,USA,Hawaii,N,Swimming,5489
2012.10.23,23-Oct-12,2012,USA,California,Y,Surfing,5488
2012.10.19,19-Oct-12,2012,USA,Florida,N,,5487
2012.10.18.b,18-Oct-12,2012,USA,Florida,N,Surfing,5486
2012.10.18.a,18-Oct-12,2012,USA,Hawaii,N,Paddle boarding,5485
2012.10.16,16-Oct-12,2012,USA,Florida,N,,5484
2012.10.11.R,Reported 11-Oct-2012,2012,NIGERIA,Delta,N,Swimming,5483
2012.10.07,10-Oct-12,2012,USA,California,N,Windsurfing,5482
2012.10.02,02-Oct-12,2012,AUSTRALIA,Western Australia,N,Bodyboarding,5481
2012.09.25,25-Sep-12,2012,USA,Florida,N,Surfing,5480
2012.09.24,24-Sep-12,2012,USA,Florida,N,Surfing,5479
2012.09.16,16-Sep-12,2012,USA,Florida,N,Surfing,5478
2012.09.10,10-Sep-12,2012,TONGA,Vava'u,N,Swimming,5477
2012.09.09,09-Sep-12,2012,USA,Florida,N,Surfing,5476
2012.09.08.b,08-Sep-12,2012,USA,Florida,N,Surfing,5475
2012.09.08.a,08-Sep-12,2012,USA,Florida,N,Swimming,5474
2012.09.06.b,06-Sep-12,2012,USA,Florida,N,Surfing,5473
2012.09.06.a,06-Sep-12,2012,USA,Florida,N,Surfing,5472
2012.09.04,04-Sep-12,2012,USA,Florida,N,Surfing,5471
2012.09.02.b,02-Sep-12,2012,USA,Florida,N,Boogie boarding,5470
2012.09.02.b,02-Sep-12,2012,USA,Hawaii,N,Spearfishing,5469
2012.09.02.a,02-Sep-12,2012,USA,Florida,N,Swimming or boogie boarding,5468
2012.08.31,31-Aug-12,2012,SCOTLAND,Inner Hebrides,N,Shark fishing,5467
2012.08.28,28-Aug-12,2012,AUSTRALIA,Western Australia,N,Surfing,5466
2012.08.26,26-Aug-12,2012,BRAZIL,Pernambuco,Y,Swimming,5465
2012.08.15,15-Aug-12,2012,USA,Alabama,N,Wading or swimming,5464
2012.08.11,11-Aug-12,2012,AUSTRALIA,Western Australia,N,Fishing,5463
2012.08.09,08-Aug-12,2012,USA,Florida,N,Free diving ,5462
2012.08.05,06-Aug-12,2012,REUNION,Saint Leu,N,Surfing,5461
2012.08.04,04-Aug-12,2012,FRENCH POLYNESIA,Tuamotus,N,Spearfishing,5460
2012.07.31.b,31-Jul-12,2012,USA,California,N,Surfing,5459
2012.07.31.a,31-Jul-12,2012,AUSTRALIA,South Australia,N,Surfing,5458
2012.07.30.b,30-Jul-12,2012,USA,Hawaii,N,Surfing,5457
2012.07.30.a,30-Jul-12,2012,USA,Massachusetts,N,Body surfing,5456
2012.07.24,24-Jul-12,2012,USA,North Carolina,N,,5455
2012.07.23,23-Jul-12,2012,REUNION,Trois-Bassins,Y,Surfing,5454
2012.07.21,21-Jul-12,2012,TRINIDAD & TOBAGO,Trinidad,Y,Swimming,5453
2012.07.19,19-Jul-12,2012,CANADA,British Colombia,N,Surfing,5452
2012.07.14,14-Jul-12,2012,AUSTRALIA,Western Australia,Y,Surfing,5451
2012.07.08,08-Jul-12,2012,USA,North Carolina,N,Swimming,5450
2012.07.07.c,07-Jul-12,2012,BAHAMAS,Eleuthera,N,Spearfishing,5449
2012.07.07.b,07-Jul-12,2012,AUSTRALIA,Victoria,Y,Scuba diving,5448
2012.07.07.a,07-Jul-12,2012,USA,California,N,Kayaking,5447
2012.07.06,06-Jul-12,2012,SOUTH AFRICA,Western Cape Province,N,Surfing,5446
2012.06.28.R,Reported 28-Jun-2012,2012,CROATIA,,N,Swimming,5445
2012.06.26.c,26-Jun-12,2012,USA,Florida,N,Swimming,5444
2012.06.26.b,26-Jun-12,2012,USA,Florida,N,Surfing,5443
2012.06.26.a,26-Jun-12,2012,USA,Hawaii,N,Sitting in the water,5442
2012.06.22.b,22-Jun-12,2012,AUSTRALIA,Tasmania,N,Surfing,5441
2012.06.22.a,22-Jun-12,2012,USA,Florida,N,Swimming,5440
2012.06.20,20-Jun-12,2012,AUSTRALIA,Western Australia,N,Surf skiing ,5439
2012.06.19,19-Jun-12,2012,USA,South Carolina,N,Standing,5438
2012.06.18,18-Jun-12,2012,USA,North Carolina,N,Wading,5437
2012.06.15,15-Jun-12,2012,USA,Florida,N,Fishing,5436
2012.06.14.d,14-Jun-12,2012,USA,South Carolina,N,Swimming,5435
2012.06.14.c,14-Jun-12,2012,USA,South Carolina,N,Swimming,5434
2012.06.14.b,14-Jun-12,2012,USA,South Carolina,N,Swimming,5433
2012.06.14.a,14-Jun-12,2012,USA,South Carolina,N,Swimming,5432
2012.06.12,12-Jun-12,2012,AUSTRALIA,Victoria,N,Surfing,5431
2012.06.10,10-Jun-12,2012,ITALY,Sardinia,N,Attempting to rescue an injured & beached shark,5430
2012.06.03,03-Jun-12,2012,AUSTRALIA,New South Wales,N,Surf skiing ,5429
2012.06.02.b,02-Jun-12,2012,USA,Florida,N,Surfing,5428
2012.06.02.a,02-Jun-12,2012,USA,South Carolina,N,Boogie Boarding,5427
2012.05.31,31-May-12,2012,USA,North Carolina,N,Wading,5426
2012.05.29,29-May-12,2012,MEXICO,Guerrero,N,Free diving / spearfishing,5425
2012.05.23,23-May-12,2012,USA,Florida,N,Surfing,5424
2012.05.20,20-May-12,2012,USA,Hawaii,N,Kayak Fishing,5423
2012.05.16,16-May-12,2012,FIJI,,N,Spearfishing,5422
2012.05.12,12-May-12,2012,USA,California,N,Kayaking / Fishing,5421
2012.05.09,09-May-12,2012,USA,Florida,N,Swimming,5420
2012.05.06,06-May-12,2012,USA,California,N,Paddle boarding,5419
2012.04.19.b,19-Apr-12,2012,USA,Florida,N,Surfing,5418
2012.04.19.a,19-Apr-12,2012,SOUTH AFRICA,Western Cape Province,Y,Body boarding,5417
2012.04.11,11-Apr-12,2012,AUSTRALIA,South Australia,N,Kayaking,5416
2012.04.03,03-Apr-12,2012,USA,Hawaii,N,Surfing,5415
2012.04.00,Apr-13,2012,USA,Florida,N,,5414
2012.03.31,31-Mar-12,2012,AUSTRALIA,Western Australia,Y,Scuba diving,5413
2012.03.24,24-Mar-12,2012,USA,Florida,N,Surfing,5412
2012.03.22,22-Mar-12,2012,AUSTRALIA,Western Australia,N,Crayfishing,5411
2012.03.20,20-Mar-12,2012,AUSTRALIA,Queensland,N,Surfing,5410
2012.03.15,15-Mar-12,2012,USA,Florida,N,Surfing,5409
2012.03.14.b,14-Mar-12,2012,USA,Florida,N,Surfing,5408
2012.03.14.a,14-Mar-12,2012,USA,Florida,N,Surfing,5407
2012.03.06.b,06-Mar-12,2012,NEW ZEALAND,North Island,N,Surfing,5406
2012.03.06.a,06-Mar-12,2012,AUSTRALIA,Victoria,N,"Diving, feeding sharks",5405
2012.03.05,05-Mar-12,2012,REUNION,Saint-Benoit,N,Body boarding,5404
2012.03.04,04-Mar-12,2012,USA,Florida,N,Kite Surfing,5403
2012.03.03,03-Mar-12,2012,SAUDI ARABIA,Tabuk Province,N,Attempting to Kite surf from Egypt to Saudi Arabia,5402
2012.03.01,01-Mar-12,2012,CHILE,Antofagasta Province,N,Fishing (illegally),5401
2012.02.26,26-Feb-12,2012,USA,Florida,N,Kite Surfing,5400
2012.02.25,25-Feb-12,2012,AUSTRALIA,New South Wales,N,Fishing,5399
2012.02.20,20-Feb-12,2012,SOUTH AFRICA,Western Cape Province,N,Fishing,5398
2012.02.06,06-Feb-12,2012,AUSTRALIA,Queensland,N,Surfing,5397
2012.01.22.R,Reported 22-Jan-2012,2012,BAHAMAS,,N,"Diving, photographing sharks",5396
2012.01.27,27-Jan-12,2012,USA,Hawaii,N,Snorkeling,5395
2012.01.19,19-Jan-12,2012,AUSTRALIA,Western Australia,N,Snorkeling,5394
2012.01.18.b,18-Jan-12,2012,TAIWAN,Taitung ,N,Fishing,5393
2012.01.18.a,18-Jan-12,2012,AUSTRALIA,New South Wales,N,Surfing,5392
2012.01.15,15-Jan-12,2012,SOUTH AFRICA,Eastern Cape Province,Y,Swimming,5391
2012.01.13,13-Jan-12,2012,USA,Oregon,N,Surfing,5390
2012.01.03,03-Jan-12,2012,AUSTRALIA,New South Wales,N,Surfing,5389
2012.01.02,02-Jan-12,2012,AUSTRALIA,Queensland,N,Spearfishing,5388
2011.12.31,31-Dec-11,2011,USA,Florida,N,,5387
2011.12.26.R,Reported 26-Dec-2011,2011,ANTIGUA,St John's,N,Swimming,5386
2011.12.25,25-Dec-11,2011,ECUADOR,Santa Elena,N,Surfing,5385
2011.12.23,23-Dec-11,2011,USA,Florida,N,Surfing,5384
2011.12.21.b,21-Dec-11,2011,USA,Hawaii,N,Canoeing,5383
2011.12.21.a,21-Dec-11,2011,SOUTH AFRICA,Eastern Cape Province,N,Kayak Fishing,5382
2011.12.11,11-Dec-11,2011,AUSTRALIA,New South Wales,N,Surfing,5381
2011.12.07.b,07-Dec-11,2011,SOUTH AFRICA,KwaZulu-Natal,N,Surf skiing ,5380
2011.12.07.a,07-Dec-11,2011,AUSTRALIA,New South Wales,N,Surfing,5379
2011.12.06,06-Dec-11,2011,USA,Oregon,N,Surfing,5378
2011.12.05,05-Dec-11,2011,AUSTRALIA,Queensland,Y,Spearfishing,5377
2011.12.02,02-Dec-11,2011,AUSTRALIA,New South Wales,N,Surfing,5376
2011.11.29,29-Nov-11,2011,INDONESIA,Bali,N,Surfing,5375
2011.11.28,28-Nov-11,2011,AUSTRALIA,Queensland,N,Swimming,5374
2011.11.22,22-Nov-11,2011,USA,California,N,Kayaking,5373
2011.11.20.R,Reported 20-Nov-2011,2011,PAPUA NEW GUINEA,East New Britain,N,Scuba diving,5372
2011.11.12,12-Nov-11,2011,BRAZIL,Pernambuco,N,Surfing,5371
2011.11.11,11-Nov-11,2011,REUNION,Bois-Blanc ,N,Free diving / spearfishing,5370
2011.10.29.,  29-Oct-2011,2011,USA,California,N,Surfing,5369
2011.10.28.R,Reported 28-Oct-2011,2011,SCOTLAND,Moray,N,Surfing,5368
2011.10.28.,  29-Oct-2011,2011,SOUTH AFRICA,KwaZulu-Natal,N,Diving,5367
2011.10.22,22-Oct-11,2011,AUSTRALIA,Western Australia,Y,Diving,5366
2011.10.20,20-Oct-11,2011,USA,Oregon,N,Surfing,5365
2011.10.19,19-Oct-11,2011,AUSTRALIA,Victoria,N,Diving,5364
2011.10.11,11-Oct-11,2011,USA,Florida,N,Surfing,5363
2011.10.10,10-Oct-11,2011,USA,Oregon,N,Surfing,5362
2011.10.09,09-Oct-11,2011,AUSTRALIA,Western Australia,Y,Swimming,5361
2011.10.05,05-Oct-11,2011,REUNION,,N,Canoeing,5360
2011.10.02,02-Oct-11,2011,USA,Florida,N,Wade fishing,5359
2011.10.01,01-Oct-11,2011,USA,Alabama,N,,5358
2011.09.30,30-Sep-11,2011,USA,Puerto Rico,N,Surfing,5357
2011.09.28.b,28-Sep-11,2011,DOMINICAN REPUBLIC,Samaná Province,N,Fishing,5356
2011.09.28.a,28-Sep-11,2011,SOUTH AFRICA,Western Cape Province,N,Swimming,5355
2011.09.24.b,24-Sep-11,2011,USA,Florida,N,Spearfishing,5354
2011.09.24.a,24-Sep-11,2011,USA,South Carolina,N,Jumping in the waves,5353
2011.09.20,20-Sep-11,2011,USA,Hawaii,N,Canoeing,5352
2011.09.19,19-Sep-11,2011,REUNION,Saint-Gilles,Y,Body boarding,5351
2011.09.17,17-Sep-11,2011,KENYA,Coast Province,Y,Swimming,5350
2011.09.16,16-Sep-11,2011,USA,Florida,N,Surfing,5349
2011.09.11.b,11-Sep-11,2011,USA,California,N,Surfing,5348
2011.09.11.a,11-Sep-11,2011,PAPUA NEW GUINEA,Central Province,N,Kite Surfing,5347
2011.09.04.b,04-Sep-11,2011,USA,Hawaii,N,Surfing,5346
2011.09.04.a,04-Sep-11,2011,AUSTRALIA,Western Australia,Y,Body boarding,5345
2011.09.02,02-Sep-11,2011,USA,Florida,N,Surfing,5344
2011.08.31,31-Aug-11,2011,USA,Florida,N,Surfing,5343
2011.08.28.b,28-Aug-11,2011,AUSTRALIA,Queensland,Y,Swimming,5342
2011.08.28.a,28-Aug-11,2011,USA,Texas,N,Wade Fishing,5341
2011.08.26,26-Aug-11,2011,RUSSIA,Primorsky Krai,N,"Standing, collecting sea stars",5340
2011.08.24.b,24-Aug-11,2011,USA,North Carolina,N,Surfing,5339
2011.08.24.a,24-Aug-11,2011,USA,North Carolina,N,,5338
2011.08.23,23-Aug-11,2011,SOUTH AFRICA,Western Cape Province,Y,Surfing,5337
2011.08.18,18-Aug-11,2011,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",N,Swimming,5336
2011.08.17.c.,17-Aug-11,2011,USA,North Carolina,N,Wading,5335
2011.08.17.b.,17-Aug-11,2011,USA,North Carolina,N,,5334
2011.08.17.a,17-Aug-11,2011,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",N,Swimming,5333
2011.08.16.c,16-Aug-11,2011,FRENCH POLYNESIA,Society Islands,N,Surfing,5332
2011.08.16.b,16-Aug--2011,2011,USA,Puerto Rico,N,Floating ,5331
2011.08.16.a,16-Aug-11,2011,SEYCHELLES,Praslin,Y,Swimming or Snorkeling,5330
2011.08.15,15-Aug-11,2011,USA,South Carolina,N,Playing in the surf,5329
2011.08.11,11-Aug--2011,2011,USA,North Carolina,N,Swimming,5328
2011.08.01,01-Aug-11,2011,SEYCHELLES,Praslin,Y,Diving,5327
2011.07.31,31-Jul-11,2011,BRAZIL,Pernambuco,Y,Swimming,5326
2011.07.30,30-Jul-11,2011,PHILIPPINES,,N,Sea disaster,5325
2011.07.25,25-Jul-11,2011,USA,New Jersey,N,Wade Fishing,5324
2011.07.22,22-Jul-11,2011,SOUTH AFRICA,Eastern Cape Province,N,Surfing,5323
2011.07.19,19-Jul-11,2011,USA,North Carolina,N,Boogie Boarding,5322
2011.07.15,15-Jul-11,2011,REUNION,Saint-Gilles,N,Kayaking or Wave skiing,5321
2011.07.13.b,13-Jul-11,2011,USA,Texas,N,Surf fishing,5320
2011.07.13.a,13-Jul-11,2011,BAHAMAS,Grand Bahama Island,N,Scuba diving,5319
