,Case Number,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal (Y/N),Time,pdf,href,original order
393,2013.10.05,10-Oct-13,2013,Unprovoked,USA,Florida,"Destin, Okaloosa County",Wading,Lacerations to  right forearm,N,15h30,2013.10.05-Standridge.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.05-Standridge.pdf,5600
394,2013.09.29.b,29-Sep-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,Lacerations to hand,N,10h00,2013.09.29.b-BrevardSurfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.29.b-BrevardSurfer.pdf,5599
395,2013.09.29.a,29-Sep-13,2013,Provoked,ISRAEL,Southern District,Ashdod,Diving,Hand bitten PROVOKED INCIDENT,N,11h30,2013.09.29.a-Lev.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.29.a-Lev.pdf,5598
396,2013.09.25, 25-Sep-2013,2013,Unprovoked,USA,Florida,"Panama City, Bay County",Standing,Laceration and puncture wounds to ankle,N,10h30,2013.09.25-EthanHand.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.25-EthanHand.pdf,5597
397,2013.09.21.b, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,Lacerations to right foot,N,13h00,2013.09.21.b-OrmondBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.21.b-OrmondBeach.pdf,5596
398,2013.09.21.a, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,Lacerations to left foream,N,Morning,2013.09.21.a-Dugan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.21.a-Dugan.pdf,5595
399,2013.09.14, 14-Sep-2013,2013,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,Lacerations to right foot,N,15h30,2013.09.14-Kalck.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.14-Kalck.pdf,5594
400,2013.09.12, 12-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,Heel bitten,N,13h00,2013.09.12-Portman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.12-Portman.pdf,5593
401,2013.09.08,08-Sep-13,2013,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Unknown,No details,UNKNOWN,Unknown,2013.09.08-St-Helena.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.08-St-Helena.pdf,5592
402,2013.09.07.b, 07-Sep-2013,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N,16h00,2013.09.07.b-Graham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.07.b-Graham.pdf,5591
403,2013.09.07.a, 07-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Standing,"Minor injury, shin bitten",N,16h00,2013.09.07.a-Cardiel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.07.a-Cardiel.pdf,5590
404,2013.09.02, 02-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,Shoulder bitten,N,13h00,2013.09.02-Floyd.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.02-Floyd.pdf,5589
405,2013.09.01.c, 01-Sep-2013,2013,Provoked,USA,Florida,Key West Aquarium,Unknown,Arm bitten by captive shark PROVOKED INCIDENT,N,Unknown,2013.09.01-KeyWestAquarium.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.01-KeyWestAquarium.pdf,5588
406,2013.09.01.b, 01-Sep-2013,2013,Unprovoked,BAHAMAS,,,Unknown,Leg injured,N,Unknown,2013.09.01.b-Bahamas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.01.b-Bahamas.pdf,5587
407,2013.09.01.a, 01-Sep-2013,2013,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Casting a net,Lacerations to left calf,N,12h00,2013.09.01.a-Baker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.01.a-Baker.pdf,5586
408,2013.08.31.b,31-Aug-13,2013,Unprovoked,BAHAMAS,,Freetown Beach,Spearfishing,Lower left leg bitten,N,Unknown,2013.08.31.b-Collins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.31.b-Collins.pdf,5585
409,2013.08.31.a,31-Aug-13,2013,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,Foot bitten,N,23h00,2013.08.31.a-Kennedy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.31.a-Kennedy.pdf,5584
410,2013.08.29,29-Aug-13,2013,Invalid,USA,California,Catalina Channel,Marathon swimming,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",N,Unknown,2013.08.29-Brynn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.29-Brynn.pdf,5583
411,2013.08.26,26-Aug-13,2013,Provoked,FRANCE,Bay of Biscay,,Longline fishing for sharks,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N,20h30,2013.08.26-Arufe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.26-Arufe.pdf,5582
412,2013.08.25.b, 25-Aug-2013,2013,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,Minor injury to left lower leg & heel,N,17h00,2013.08.25-OttoLee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.25-OttoLee.pdf,5581
413,2013.08.25, 25-Aug-2013,2013,Unprovoked,AUSTRALIA,New South Wales,Smiths,Wrangling a shark,Lacerations to left forearm,N,15h00,2013.08.25-Breihan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.25-Breihan.pdf,5580
414,2013.08.18, 18-Aug-2013,2013,Unprovoked,USA,Hawaii,Pohoiki ,Surfing,Lacerations to buttocks & thigh,N,13h00,2013.08.18-Napeahi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.18-Napeahi.pdf,5579
415,2013.08.17,17-Aug-13,2013,Unprovoked,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,"No injury, shark bumped surfboard",N,12h40,2013.08.17-Zaccaro.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.17-Zaccaro.pdf,5578
416,2013.08.14, 14-Aug-2013,2013,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,FATAL,Y,16h30,2013.08.14-Lutteropp.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.14-Lutteropp.pdf,5577
417,2013.08.13, 13-Aug-2013,2013,Unprovoked,USA,Hawaii,"Ka'a Point, Maui",Kiteboarding,No injury & not on board. Board adrift when bitten by shark,N,13h55,2013.08.13-Flannery.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.13-Flannery.pdf,5576
418,2013.08.11,11-Aug-13,2013,Unprovoked,USA,South Carolina,Folly Beach,Surfing,"No injury, shark became entangled in his surfboard leash",N,17h30,2013.08.11-Royston.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.11-Royston.pdf,5575
419,2013.08.08.R,Reported 08-Aug-2013,2013,Unprovoked,SOUTH AFRICA,,,Attempting to free the shark,"Unknown, but survived",N,Unknown,2013.08.08-Tyler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.08-Tyler.pdf,5574
420,2013.08.05, 05-Aug-2013,2013,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Fishing,Minor injury to foot & shin,N,15h00,2013.08.05-Mercurio.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.05-Mercurio.pdf,5573
421,2013.07.31,  31-Jul-2013,2013,Unprovoked,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,"Lacerations to hand, face and torso",N,08h45,2013.07.31-Cashmani.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.31-Cashmani.pdf,5572
422,2013.07.30,  30-Jul-2013,2013,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,Foot bitten,N,Unknown,2013.07.30-Bretz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.30-Bretz.pdf,5571
423,2013.07.29.c,28-Jul-13,2013,Unprovoked,BAHAMAS,Abaco Islands,Scotland Cay,Spearfishing,Leg bitten,N,16h05,2013.07.29.c-Norrie.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.29.c-Norrie.pdf,5570
424,2013.07.29.b,  29-Jul-2013,2013,Unprovoked,MEXICO,Quintana Roo,,Wading,Hip bitten,N,11h00,2013.07.29.b-Davis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.29.b-Davis.pdf,5569
425,2013.07.29.a,  29-Jul-2013,2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,Lower leg bitten,N,14h10,2013.07.29.a-Gatewood,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.29.a-Gatewood,5568
426,2013.07.28.b,28-Jul-13,2013,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay,Cleaning fish,Bitten on left hand,N,16h45,2013.07.28.b-Bahamas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.28.b-Bahamas.pdf,5567
427,2013.07.28.a,28-Jul-13,2013,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,Bitten on rear lower extremities,N,11h15,2013.07.28.a-Bahamas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.28.a-Bahamas.pdf,5566
428,2013.07.22,    22-Jul-2013,2013,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,FATAL,Y,13h20,2013.07.22-Gobbi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.22-Gobbi.pdf,5565
429,2013.07.19,19-Jul-13,2013,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Walking in surf,Lacerations and abrasions to foot and ankle,N,14h30,2013.07.19-Havrylkoff.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.19-Havrylkoff.pdf,5564
430,2013.07.17.R,Reported 17-Jul-2013,2013,Unprovoked,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",Swimming ,4 cuts to posterior calf,N,Unknown,2013.07.17-StAugustine.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.17-StAugustine.pdf,5563
431,2013.07.15,15-Jul-13,2013,Unprovoked,REUNION,Saint-Paul,Le cimetière marin,Swimming & snorkeling,FATAL,Y,14h15,2013.07.15-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.15-Reunion.pdf,5562
432,2013.07.14,14-Jul-13,2013,Unprovoked,DIEGO GARCIA,,,Swimming,FATAL,Y,Unknown,2013.07.14-Licay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.14-Licay.pdf,5561
433,2013.07.11,11-Jul-13,2013,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Wading,Right foot bitten,N,15h20,2013.07.11-Corey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.11-Corey.pdf,5560
434,2013.07.09,07-Jul-13,2013,Invalid,SPAIN,Catalonia,"Sant Marti dEmpuries Beach, LEscala",Swimming,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",N,Unknown,2013.07.09-Frennet.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.09-Frennet.pdf,5559
435,2013.07.02,02-Jul-13,2013,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Body surfing,"No injury, holes in wetsuit ",N,Unknown,2013.07.02-McDonald-Jones.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.02-McDonald-Jones.pdf,5558
436,2013.06.30,30-Jun-13,2013,Unprovoked,TAIWAN,Taitung ,,Fishing,Right thigh bitten,N,Unknown,2013.06.30-TaiwaneseFisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.30-TaiwaneseFisherman.pdf,5557
437,2013.06.27,27-Jun-13,2013,Invalid,JAMAICA,Kingston Parish,Port Royal,Unknown,Probable drowning with post-mortem bites,Y,Unknown,2013.06.27-Kevin-Jamaica.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.27-Kevin-Jamaica.pdf,5556
438,2013.06.25.c,25-Jun-13,2013,Unprovoked,USA,California,"Pacific State , San Mateo County",Kayaking / Fishing,"No injury, kayak scratched",N,15h30,2013.06.25.c-Flanaberg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.25.c-Flanaberg.pdf,5555
439,2013.06.25.b,25-Jun-13,2013,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,Lacerations to left foot,N,Unknown,2013.06.25.b-Malone.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.25.b-Malone.pdf,5554
440,2013.06.25.a,25-Jun-13,2013,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,"Bitten on lower right leg, reported as a minor injury",N,12h45,2013.06.25.a-Watson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.25.a-Watson.pdf,5553
441,2013.06.18,18-Jun-13,2013,Unprovoked,USA,Hawaii,Kona Coast State Park,Swimming,Right thigh & calf bitten,N,12h50,2013.06.18-Kerrigan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.18-Kerrigan.pdf,5552
442,2013.06.17,17-Jun-13,2013,Unprovoked,USA,Texas,"Surfside Beach, Brazoria County",Swimming,Left leg & hand bitten,N,14h45,2013.06.17-Sebesta.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.17-Sebesta.pdf,5551
443,2013.06.16,16-Jun-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,Lacerations to knee,N,Morning,2013.06.16-Bracey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.16-Bracey.pdf,5550
444,2013.06.15,15-Jun-13,2013,Unprovoked,USA,Florida,"Atlantic Beach, Duval County",Surfing,Lacerations to left ankle,N,Unknown,2013.06.15-LaFlam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.15-LaFlam.pdf,5549
445,2013.06.14.R,Reported 14-Jun-2013,2013,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,Puncture marks to hand,N,Afternoon,2013.06.14.R-Foreman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.14.R-Foreman.pdf,5548
446,2013.06.06.b,06-Jun-13,2013,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N,Unknown,2013.06.06.b-Kefauver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.06.b-Kefauver.pdf,5547
447,2013.06.06.a,06-Jun-13,2013,Unprovoked,AUSTRALIA,New South Wales,Target Beach,Surfing,"No injury, board damaged",N,16h00,2013.06.06.a-Adamson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.06.a-Adamson.pdf,5546
448,2013.05.27.b,27-May-13,2013,Unprovoked,USA,Hawaii,"Halewia, Oahu",Diving,Lacerations to right hand,N,Unknown,2013.05.27.b-Ena.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.27.b-Ena.pdf,5545
449,2013.05.27.a,27-May-13,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,Right foot bitten,N,Afternoon,2013.05.27.a-Kirkpatrick.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.27-Kirkpatrick.pdf,5544
450,2013.05.23.b,23-May-13,2013,Unprovoked,BRAZIL,Pernambuco,Coral Cove Beach,Unknown,FATAL,Y,Unknown,2013.05.25.b-daSilva.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.25.b-daSilva.pdf,5543
451,2013.05.23.a,23-May-13,2013,Provoked,PALESTINIAN TERRITORIES,,Gaza,Fishing,Two fingers lost PROVOKED INCIDENT,N,Evening,2013.05.23-Salah.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.23-Salah.pdf,5542
452,2013.05.14,14-May-14,2013,Unprovoked,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,Superficial injury to left calf,N,12h00,2013.05.14-Diego.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.14-Diego.pdf,5541
453,2013.05.08.b,08-May-13,2013,Invalid,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,Shark bites were post-mortem,Y,Unknown,2013.05.08.b-Beaver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.08.b-Beaver.pdf,5540
454,2013.05.08.a,08-May-13,2013,Unprovoked,REUNION,Saint-Gilles,Brisant Beach,Body boarding,FATAL,Y,08h20,2013.05.08.a-Berhamel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.08.a-Berhamel.pdf,5539
455,2013.05.04.a,04-May-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,Lacerations to left foot and ankle,N,11h15,2013.05.04-Adler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.04-Adler.pdf,5538
456,2013.04.28,28-Apr-13,2013,Provoked,AUSTRALIA,New South Wales,Emerald Beach,Fishing,Foot bitten by landed shark PROVOKED INCIDENT,N,Unknown,2013.04.28-Collins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.28-Collins.pdf,5537
457,2013.04.24,24-Apr-13,2013,Unprovoked,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Swimming,Avulsion injury  to lower right leg,N,13h40,2013.04.24-Carchia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.24-Carchia.pdf,5536
458,2013.04.21,21-Apr-13,2013,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Fishing,Puncture wounds and lacerations to both legs,N,14h00,2013.04.21-Saunders.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.21-Saunders.pdf,5535
459,2013.04.17,17-Apr-13,2013,Unprovoked,USA,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,Lacerations to right foot,N,10h30,2013.04.17-Cicarelli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.17-Cicarelli.pdf,5534
460,2013.04.14,14-Apr-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Free diving,"""Light scratch on hand/wrist area""",N,Unknown,2013.04.14-FalseBay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.14-FalseBay.pdf,5533
461,2013.04.13.b,13-Apr-13,2013,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Minor lacerations to right hand,N,13h30,2013.04.13.b-JoshuaWhite.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.13.b-JoshuaWhite.pdf,5532
462,2013.04.13.a,13-Apr-13,2013,Unprovoked,GUAM,,,Unknown,FATAL,Y,Unknown,2013.04.13.a-NaeDeokKim.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.13.a-NaeDeokKim.pdf,5531
463,2013.04.10,10-Apr-13,2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Kite boarding,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N,12h00,2013.04.10-Eitel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.10-Eitel.pdf,5530
464,2013.04.04,04-Apr-13,2013,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,Lacerations to hand,N,Unknown,2013.04.04-JensenBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.04-JensenBeach.pdf,5529
465,2013.04.02.R,Reported 02-Apr-2013,2013,Invalid,AUSTRALIA,Western Australia,Perth,Unknown,Disappeared. No evidence that he was taken by a shark,Y,Unknown,2013.04.02.R-Tann.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.02.R-Tann.pdf,5528
466,2013.04.02.a,02-Apr-13,2013,Unprovoked,USA,Hawaii,Kaanapali Shores,Surfing,Right thigh bitten,N,08h30,2013.04.02.a-Hawaii.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.02.a-Hawaii.pdf,5527
467,2013.03.31,31-Mar-13,2013,Invalid,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,Never happened; it was a  hoax,N,Unknown,2013.03.31-Tognetti.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.31-Tognetti.pdf,5526
468,2013.03.29,29-Mar-13,2013,Unprovoked,SEYCHELLES,,Ile Platte,Free diving,Lacerations to left foot,N,Unknown,2013.03.29-Parkinson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.29-Parkinson.pdf,5525
469,2013.03.21.R,Reported 21-Mar-2013,2013,Unprovoked,BELIZE,,,Snorkeling,Toe injured,N,Unknown,2013.03.21.R-Wanis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.21.R-Wanis.pdf,5524
470,2013.03.21,21-Mar-13,2013,Unprovoked,BAHAMAS,Eleuthera,Savannah Sound,Fly fishing,Left foot bitten,N,Unknown,2013.03.21.a-Bahamas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.21.a-Bahamas.pdf,5523
471,2013.03.16.b,16-Mar-13,2013,Provoked,SOUTH AFRICA,Western Cape Province,De Mond,Fishing - 'tag & release',Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,N,09h00,2013.03.16.b-Koeberg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.16.b-Koeberg.pdf,5522
472,2013.03.16.a,16-Mar-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,"No injury, surfboard bitten",N,Unknown,2013.03.16.a-Henri.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.16.a-Henri.pdf,5521
473,2013.03.12,12-Mar-13,2013,Unprovoked,JAMAICA,St. Catherine,Pillikin Red Light area ,Spearfishing,FATAL,Y,09h00,2013.03.12-Facey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.12-Facey.pdf,5520
474,2013.03.10.b,10-Mar-13,2013,Unprovoked,AUSTRALIA,Western Australia,African Reef off Geraldton,Spearfishing,Laceration to left hand,N,09h00,2013.03.10.b-Thomason.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.10.b-Thomason.pdf,5519
475,2013.03.10.a,10-Mar-13,2013,Unprovoked,PHILIPPINES,Palawan,Off Likas Island,Swimming to shore with floatioon devices after boat engine conked out,Minor leg injuries,N,Unknown,2013.03.10.a-PhilippineMarines.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.10.a-PhilippineMarines.pdf,5518
476,2013.03.03,03-Mar-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,Injuries to arms & hands,N,Unknown,2013.03.03-Nogumla.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.03-Nogumla.pdf,5517
477,2013.02.27,27-Feb-13,2013,Unprovoked,NEW ZEALAND,North Island,Muriwai,Swimming,FATAL,Y,13h24,2013.02.27-Strange.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.27-Strange.pdf,5516
478,2013.02.21.b,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,Lacerations to right leg,N,18h00,2013.02.21.b-Hawaii.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.21.b-Hawaii.pdf,5515
479,2013.02.21.a,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Surfing,"No injury, shark bit rail of foam board",N,18h00,2013.02.21.a-Lansky.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.21.a-Lansky.pdf,5514
