Year,Type,Country,Area,Location,Activity,Sex,Fatal
1972,Unprovoked,AUSTRALIA,Tasmania,Tasman Island,Diving,M,N
1972,Invalid,USA,California,"Laguna Beach, Orange County",Diving,Unknown,N
1972,Unprovoked,AUSTRALIA,Queensland,Pancake Creek,Unknown,M,Y
1972,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,N
1972,Unprovoked,USA,California,"Bird Rock, near Tomales Point, Marin County",Diving,M,N
1972,Unprovoked,FRENCH POLYNESIA,Tuamotus,Ahé Atoll,Fishing,M,N
1972,Unprovoked,WESTERN SAMOA,Upolu Island,Nuulua,Swimming,M,Y
1972,Unprovoked,AUSTRALIA,Queensland,Wellington Point,Unknown,F,N
1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,Y
1972,Provoked,PACIFIC OCEAN ,Unknown,Unknown,Fishing,M,N
1972,Unprovoked,USA,Hawaii,"Waihe'e, Wailuku, Maui",Fishing,M,N
1972,Unprovoked,AUSTRALIA,Victoria,"Wilson's Promontory, Waratah Bay",Surfing,M,N
1972,Unprovoked,AUSTRALIA,Tasmania,Elliot's Cove,Unknown,Unknown,N
1972,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Georges Strand,Swimming,M,Y
1972,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Kosi Bay,Other,F,N
1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Bathing,M,N
1972,Unprovoked,FRANCE,Antibes,Unknown,Swimming,Unknown,N
1972,Unprovoked,MARSHALL ISLANDS,Illeginni Atoll,Unknown,Diving,M,N
1971,Unprovoked,AUSTRALIA,New South Wales,Smokey Cape,Unknown,Unknown,N
1971,Unprovoked,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,N
1971,Unprovoked,AUSTRALIA,Queensland,Gladstone,Unknown,M,Y
1971,Unprovoked,HONG KONG,Mirs Bay ,Unknown,Swimming,M,N
1971,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",Unknown,Unknown,N
1971,Unprovoked,USA,Florida,"Ft. Pierce, St Lucie County",Surfing,M,N
1971,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,N
1971,Unprovoked,USA,California,"Sea Ranch, Sonoma County",Diving,M,N
1971,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Surfing,Unknown,N
1971,Unprovoked,CROATIA,Istria County,Ika,Swimming,M,Y
1971,Unprovoked,AUSTRALIA,South Australia,Adelaide,Fishing,M,Y
1971,Provoked,AUSTRALIA,New South Wales,"Manly Marineland, Sydney",Diving,M,N
1971,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Bathing,M,N
1971,Unprovoked,USA,California,"Point Purisima, Santa Barbara County",Diving,M,N
1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,N
1971,Unprovoked,BRITISH ISLES,South Devon,Beesands,Diving,M,N
1971,Unprovoked,KENYA,Coast Province,Watamu,Swimming,M,N
1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay,Swimming,M,Y
1971,Unprovoked,MEXICO,Guerrero,"Copacabana Beach, Acapulco",Surfing,M,Y
1971,Unprovoked,VENEZUELA,Unknown,Unknown,Unknown,M,Y
1971,Sea Disaster,MOZAMBIQUE,Between Beira & Maputo,Unknown,Other,Unknown,Y
1971,Unprovoked,NEW ZEALAND,South Island,Dunedin,Surfing,M,N
1971,Unprovoked,AUSTRALIA,Tasmania,Unknown,Swimming,M,N
1971,Unprovoked,AUSTRALIA,South Australia,Southport,Surfing,M,N
1971,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Unknown,M,N
1970,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhasoka, Inhambe Bay",Fishing,M,Y
1970,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhambe Bay Estuary, 10 to 12 miles inland from the sea",Fishing,M,Y
1970,Unprovoked,MICRONESIA,Namonuito Atoll,Pisarach (Pisaras),Fishing,M,N
1970,Sea Disaster,USA,Hawaii,Kauai,Other,M,N
1970,Unprovoked,Unknown,Unknown,Unknown,Unknown,M,N
1970,Unprovoked,USA,Hawaii,"Brennecke Beach, Po'ipu, Kaua'i",Surfing,M,N
1970,Unprovoked,USA,Florida,"Matanzas Inlet, St Johns County",Surfing,M,N
1970,Unprovoked,MICRONESIA,Eastern Caroline Islands,Truk Lagoon,Diving,M,N
1970,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Outside barrier reef,Fishing,M,N
1970,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Swimming,M,N
1970,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",Unknown,M,N
1970,Unprovoked,USA,South Carolina,Unknown,Swimming,M,N
1970,Unprovoked,USA,Florida,Pinellas County,Diving,M,N
1970,Invalid,Unknown,Caribbean Sea,Between St. Kitts & Nevis,Other,Unknown,Y
1970,Provoked,USA,Florida,"Dania, Broward County",Fishing,M,N
1970,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Shark tank, Oceanographic Research Institute, Durban",Diving,M,N
1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Bathing,M,Y
1970,Sea Disaster,PHILIPPINES,200 nm southeast of Manila,Unknown,Boarding,Unknown,Y
1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Swimming,M,Y
1970,Provoked,Unknown,Unknown,Unknown,Diving,M,N
1970,Unprovoked,SOLOMON ISLANDS,Unknown,Unknown,Swimming,M,Unknown
1970,Invalid,USA,Hawaii,"Waimea Bay, O'ahu",Surfing,M,Y
1970,Unprovoked,USA,Florida,Manatee County,Bathing,M,N
1970,Unprovoked,Unknown,Unknown,Unknown,Bathing,F,N
1970,Unprovoked,MOZAMBIQUE,Limpopo River,3.2 km inland,Swimming,M,N
1970,Unprovoked,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,N
1970,Sea Disaster,EGYPT,Red Sea,A few miles south of Port Suez,Other,M,Y
1970,Unprovoked,MEXICO,Guerrero,Acapulco,Swimming,M,N
1970,Unprovoked,ENGLAND,Devon,Teignmouth,Other,M,N
1970,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Unknown,Diving,M,N
1970,Unprovoked,SRI LANKA,Western Province,Colombo Harbor,Fishing,M,N
1970,Unprovoked,SPAIN,Canary Islands,"Icod de los Vinos, Tenerife",Fishing,M,N
1970,Boat,ITALY,Sardinia,Golfo di Oristano,Fishing,M,N
1970,Unprovoked,CROATIA,Zadar County,Novigrad,Fishing,M,Unknown
1970,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,Other,F,N
1970,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River near Abu al Khasib,Other,F,N
1970,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,Swimming,M,Y
1970,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,Fishing,M,N
1969,Unprovoked,AUSTRALIA,Western Australia,"Swan River, 13 miles upstream",Swimming,M,N
1969,Unprovoked,USA,Hawaii,"Barbers Point, O'ahu",Diving,M,N
1969,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",Unknown,M,N
1969,Unprovoked,USA,Hawaii,Hawaii,Diving,M,N
1969,Unprovoked,USA,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",Diving,M,N
1969,Unprovoked,USA,Florida,"North Beach, St. Lucie County",Swimming,M,N
1969,Provoked,USA,Massachusetts,40 miles south of Nantucket,Fishing,M,N
1969,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
1969,Unprovoked,USA,Florida,"St. Petersburg, Pinnellas County",Surfing,M,N
1969,Unprovoked,Unknown,Unknown,Unknown,Unknown,M,N
1969,Provoked,ENGLAND,Unknown,Unknown,Unknown,M,N
1969,Provoked,USA,Florida,Florida Keys,Unknown,M,N
1969,Unprovoked,USA,California,"Pigeon Point, San Mateo County",Surfing,M,N
1969,Unprovoked,USA,Florida,Florida Keys,Bathing,M,Unknown
1969,Unprovoked,JAMAICA,Clarendon,Off Rocky Point,Diving,M,N
1969,Unprovoked,USA,Florida,Sarasota County,Bathing,M,N
1969,Provoked,USA,Texas,Packery Channel,Surfing,M,N
1969,Provoked,USA,Florida,Sarasota County,Diving,M,N
1969,Unprovoked,DOMINICAN REPUBLIC,Unknown,Unknown,Surfing,M,Unknown
1969,Unprovoked,AUSTRALIA,Queensland,Broomfield Reef,Unknown,Unknown,N
1969,Invalid,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads",Other,M,N
1969,Provoked,USA,Florida,"Marathon, Monroe County",Fishing,M,N
1969,Provoked,AUSTRALIA,New South Wales,Newcastle,Unknown,M,N
1969,Unprovoked,USA,Hawaii,"Makaha, O'ahu",Surfing,M,N
1969,Provoked,AUSTRALIA,Tasmania,Taroona,Fishing,M,N
1969,Invalid,AUSTRALIA,Queensland,Cooktown,Diving,M,Unknown
1969,Unprovoked,AUSTRALIA,New South Wales,Beecroft Head,Diving,M,N
1969,Unprovoked,AUSTRALIA,Victoria,Port MacDonnel,Unknown,M,N
1969,Provoked,BAHAMAS,Eleuthera,Unknown,Other,Unknown,N
1968,Invalid,SOUTH AFRICA,KwaZulu-Natal,Port St. John's,Diving,M,N
1968,Provoked,AUSTRALIA,New South Wales,"Marineland Aquarium, Manley, Sydney",Other,M,N
1968,Unprovoked,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Surfing,M,N
1968,Unprovoked,AUSTRALIA,South Australia,Thistle Island,Unknown,M,N
1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Bluff, Durban",Fishing,M,N
1968,Invalid,SOUTH AFRICA,KwaZulu-Natal,Unknown,Unknown,M,N
1968,Boat,SOUTH AFRICA,KwaZulu-Natal,Ramsgate,Fishing,M,N
1968,Provoked,AUSTRALIA,Western Australia,Unknown,Unknown,M,N
1968,Provoked,BAHAMAS,Unknown,Unknown,Unknown,M,N
1968,Unprovoked,USA,Florida,"Egmont Key, Hillsborough County",Fishing,M,N
1968,Sea Disaster,PHILIPPINES,Moro Gulf,Unknown,Other,Unknown,N
1968,Invalid,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,Unknown,Unknown
1968,Unprovoked,NEW ZEALAND,South Island,Otago Harbor,Fishing,M,Y
1968,Unprovoked,USA,Florida,Half mile north of Juno Beach Pier,Other,Unknown,N
1968,Unprovoked,USA,Florida,Okaloosa County,Bathing,M,N
1968,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,M,N
1968,Unprovoked,MALAYSIA,Johor,Pulau Aur,Other,Unknown,N
1968,Unprovoked,COLUMBIA,Magdalena Department,"Makuaka Caño, Taganga",Fishing,M,N
1968,Unprovoked,USA,California,"Bodega Rock, Sonoma County",Diving,M,N
1968,Unprovoked,USA,Florida,Florida Keys,Bathing,M,N
1968,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Fishing,M,N
1968,Unprovoked,BAHAMAS,Great Exuma Island,Children's Bay Cay near Rollerville,Swimming,M,Y
1968,Invalid,MEXICO,Baja California,Unknown,Unknown,M,N
1968,Unprovoked,BAHAMAS,Eleuthera,Spanish Wells ,Fishing,M,N
1968,Unprovoked,USA,Florida,"Mullet Key, Pinellas County",Other,M,N
1968,Unprovoked,ENGLAND,Unknown,Unknown,Unknown,M,N
1968,Invalid,TANZANIA,Mafia Island,Unknown,Other,Unknown,Y
1968,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Unknown,Bathing,M,N
1968,Invalid,USA,Florida,"Fort Lauderdale, Broward County",Bathing,M,N
1968,Unprovoked,USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",Unknown,M,N
1968,Unprovoked,AUSTRALIA,New South Wales,South Coast,Diving,M,N
1968,Unprovoked,PAPUA NEW GUINEA,Gulf Province,Orokolo Bay,Swimming,M,Y
1968,Provoked,AUSTRALIA,New South Wales,Stockton Bight,Unknown,M,N
1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Bathing,M,N
1968,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Surfing,M,N
1968,Invalid,USA,Florida,Florida Keys,Bathing,M,N
1968,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,N
1968,Unprovoked,AUSTRALIA,Western Australia,Swan River,Swimming,F,N
1968,Provoked,NEW ZEALAND,North Island,"Pilot Bay, Mt Maunganui ",Other,F,N
1968,Unprovoked,AUSTRALIA,South Australia,Cape Jervis,Fishing,M,N
1968,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,Unknown,Unknown,N
1968,Unprovoked,MOZAMBIQUE,Unknown,Unknown,Diving,Unknown,N
1968,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Finschafen,Swimming,Unknown,Y
1968,Unprovoked,COSTA RICA,Limón Province,Parismina,Swimming,M,Y
1968,Invalid,USA,Florida,"Key West, Monroe County",Diving,Unknown,N
1968,Invalid,USA,Florida,"Jensen Beach, Martin County",Surfing,Unknown,Unknown
1967,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,N
1967,Invalid,PAPUA NEW GUINEA,Central Province,Port Moresby,Fishing,M,N
1967,Unprovoked,FIJI,Unknown,Unknown,Unknown,M,N
1967,Unprovoked,AUSTRALIA,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Swimming,M,Y
1967,Provoked,USA,Unknown,Unknown,Unknown,M,N
1967,Provoked,AUSTRALIA,New South Wales,Wollongong,Diving,M,N
1967,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,Unknown,M,N
1967,Provoked,FIJI,Unknown,Unknown,Diving,M,N
1967,Sea Disaster,PHILIPPINES,Rombion Province,Off Sibuyan Island,Other,Unknown,Y
1967,Invalid,SOUTH AFRICA,KwaZulu-Natal,Brighton Beach,Unknown,F,Y
1967,Unprovoked,MEXICO,Veracruz,Veracruz,Swimming,Unknown,Y
1967,Unprovoked,USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Bathing,M,N
1967,Unprovoked,TONGA,Unknown,Unknown,Swimming,M,N
1967,Invalid,USA,Hawaii,"Kailua Bay, O'ahu",Sailing,M,Y
1967,Provoked,ITALY,Brindisi Province,Brindisi,Diving,M,Unknown
1967,Provoked,PAPUA NEW GUINEA,New Ireland Province,Unknown,Diving,Unknown,Unknown
1967,Unprovoked,USA,Florida,"Key West, Monroe County",Fishing,Unknown,N
1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Lambom Island,Fishing,M,Y
1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Fishing,M,Y
1967,Provoked,USA,California,Ventura,Other,M,N
1967,Unprovoked,JAPAN,Kagawa Prefecture,Sakaide,Unknown,M,Y
1967,Unprovoked,ITALY,Liguria," Marinella Sarzana, La Spezia ",Fishing,M,N
1967,Unprovoked,AUSTRALIA,Western Australia,Jurien Bay,Fishing,M,Y
1967,Unprovoked,BERMUDA,Hamilton,Hamilton,Swimming,F,N
1967,Unprovoked,COLUMBIA,Unknown,Unknown,Unknown,M,N
1967,Invalid,AUSTRALIA,New South Wales,Jervis Bay,Diving,M,Y
1967,Unprovoked,USA,Florida,Near Key West,Fishing,M,N
1967,Unprovoked,BAHAMAS,Out Islands,Andros Island,Other,M,N
1967,Unprovoked,SENEGAL,Cap Vert Peninsula,Hann,Other,M,N
1967,Unprovoked,USA,Florida,Florida Keys,Snorkeling,M,N
1967,Unprovoked,TURKEY,Mugla Province,Kucukada Island,Fishing,M,Y
1967,Invalid,USA,South Carolina,Unknown,Surfing,M,N
1967,Provoked,USA,Florida,"Key West, Monroe County",Fishing,M,N
1967,Provoked,ITALY,Sicily,Stretto di Messina,Fishing,M,N
1967,Provoked,AUSTRALIA,South Australia,Outer Harbor,Unknown,M,N
1967,Provoked,AUSTRALIA,Unknown,Aquarium,Other,M,N
1967,Provoked,UNITED KINGDOM,Gibraltar,Unknown,Fishing,M,N
1967,Provoked,NEW ZEALAND,North Island,Leigh,Diving,M,N
1967,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Fishing,M,N
1967,Provoked,AUSTRALIA,Victoria,Geelong,Fishing,M,N
1967,Invalid,AUSTRALIA,New South Wales,"Dover Heights, Sydney",Other,Unknown,Y
1967,Unprovoked,NEW ZEALAND,South Island,St. Kilda Beach,Other,M,Y
1967,Unprovoked,PAPUA NEW GUINEA,New Britain,"Barawon Beach, near Rabaul",Unknown,M,N
1967,Sea Disaster,MEXICO,Veracruz,Cabo Rojo,Swimming,M,Y
1967,Boat,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing,Unknown,N
1967,Provoked,SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,Fishing,M,N
1967,Unprovoked,MOZAMBIQUE,Bay of Maputo,Xefina Island,Swimming,M,N
1967,Provoked,AUSTRALIA,Victoria,Goolwa,Other,M,N
1966,Unprovoked,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,N
1966,Provoked,AUSTRALIA,New South Wales,South West Rocks,Fishing,M,N
1966,Unprovoked,AUSTRALIA,New South Wales,Trial Bay,Fishing,M,N
1966,Unprovoked,SINGAPORE,Unknown,Singapore,Bathing,M,N
1966,Unprovoked,AUSTRALIA,New South Wales,Coogee,Fishing,M,N
1966,Unprovoked,THAILAND,Unknown,Unknown,Unknown,Unknown,Unknown
1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Unknown,Other,F,Y
1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,Y
1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Bathing,F,Y
1966,Unprovoked,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",Diving,M,N
1966,Provoked,USA,Hawaii,50 miles NE of Honolulu,Fishing,M,N
1966,Invalid,AUSTRALIA,Western Australia,"Little Beach Reef, Bremer Bay",Fishing,M,N
1966,Provoked,AUSTRALIA,Western Australia,Albany,Fishing,M,Unknown
1966,Unprovoked,AUSTRALIA,Western Australia,Roe Reef off Rottnest Island,Fishing,M,N
1966,Provoked,USA,Florida,"Florida Keys, Monroe County",Other,M,N
1966,Invalid,BAHAMAS,Bimini Islands,Tongue of the Ocean,Diving,M,N
1966,Boat,AUSTRALIA,Northern Territory,Darwin Harbour,Unknown,M,N
1966,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Other,M,N
1966,Unprovoked,BAHAMAS,Bimini Islands,Unknown,Snorkeling,F,N
1966,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,F,Y
1966,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving,F,Y
1966,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Bakar,Swimming,M,Y
1966,Unprovoked,TAIWAN,Unknown,Ye Leow,Diving,M,N
1966,Unprovoked,ITALY,Taranto province,"Pulsano, near Taranto",Other,M,N
1966,Invalid,USA,Delaware,Fenwick Island,Fishing,M,N
1966,Unprovoked,USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Bathing,M,N
1966,Unprovoked,USA,Texas,"South Jetty, Galveston",Diving,M,N
1966,Provoked,USA,South Carolina,"Folly Beach, Charleston County",Other,M,N
1966,Unprovoked,USA,Texas,"Point Comfort, Calhoun County",Fishing,M,N
1966,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,Y
1966,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Swimming,F,Y
1966,Invalid,USA,Florida,"Key Biscayne, Miami, Dade County",Diving,M,N
1966,Boat,CARIBBEAN SEA,Unknown,Between USA & Cuba,Unknown,Unknown,N
1966,Provoked,USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Other,M,N
1966,Provoked,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,N
1966,Unprovoked,USA,Texas,Bolivar Peninsula,Swimming,M,N
1966,Provoked,FRENCH POLYNESIA,Society Islands,Tahiti,Fishing,M,N
1966,Sea Disaster,AUSTRALIA,New South Wales,Jervis Bay,Other,M,Y
1966,Unprovoked,AUSTRALIA,New South Wales, Bellingen,Fishing,M,N
1966,Sea Disaster,AUSTRALIA,Unknown,7 miles offshore on east coast of Australia,Other,M,Y
1966,Invalid,USA,Florida,"Fernandina Beach, Nassau County",Fishing,M,N
1966,Sea Disaster,PHILIPPINES,Unknown,Off Cebu,Other,M,Y
1966,Unprovoked,USA,Puerto Rico,Unknown,Swimming,M,N
1966,Sea Disaster,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Other,M,N
1966,Provoked,AUSTRALIA,New South Wales,Maroubra,Fishing,Unknown,N
1966,Sea Disaster,SUDAN,Red Sea,Unknown,Other,M,Y
1966,Unprovoked,AUSTRALIA,New South Wales,Coledale Beach,Bathing,M,N
1966,Provoked,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Other,M,N
1966,Sea Disaster,INDONESIA,North Sumatra,Near Belawan,Other,Unknown,Y
1966,Unprovoked,USA,California,"Pebble Beach, Cypress Point, Monterey County",Surfing,M,N
1966,Unprovoked,AUSTRALIA,New South Wales,Bellambi,Fishing,M,N
1966,Sea Disaster,COLUMBIA,Unknown,Off Cartagena,Other,Unknown,Y
1966,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Riet River,Bathing,M,N
1966,Unprovoked,AUSTRALIA,Western Australia,Woodman Point,Other,M,N
1966,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Surfing,M,N
1966,Unprovoked,NEW ZEALAND,North Island,"Oakura Beach, Taranaki",Surfing,F,Y
1966,Unprovoked,USA,Florida,"Hollywood, Broward County",Swimming,M,N
1966,Invalid,USA,California,"Huntington Beach, Orange County",Bathing,F,N
1965,Unprovoked,AUSTRALIA,Western Australia,"Bathurst Reef, Rottnest Island",Fishing,M,N
1965,Unprovoked,JOHNSTON ISLAND,Unknown,Unknown,Diving,M,N
1965,Boat,AUSTRALIA,South Australia,Cape Jervis,Fishing,Unknown,N
1965,Provoked,AUSTRALIA,Queensland,Near Brisbane,Fishing,M,Y
1965,Unprovoked,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii",Japanese fishing boat Taihei Maru No.10,Boarding,M,N
1965,Invalid,PANAMA,Caribbean Sea,Golfo de los Mosquitos,Other,Unknown,Y
1965,Unprovoked,AUSTRALIA,Queensland,Oak Beach,Surfing,M,N
1965,Unprovoked,Unknown,Unknown,Florida Strait,Other,M,N
1965,Unprovoked,BAHAMAS,New Providence Island,Nassau,Other,M,N
1965,Unprovoked,BAHAMAS,New Providence Island,Nassau,Other,F,Y
1965,Unprovoked,NEW BRITAIN,West coast,"Outside the reef off Moputu Village, near Talasea",Fishing,M,Y
1965,Unprovoked,PAPUA NEW GUINEA,New Britain,Unknown,Bathing,M,N
1965,Provoked,PAPUA NEW GUINEA,Madang Province,Sek Harbor,Other,M,N
1965,Provoked,PAPUA NEW GUINEA,East Sepik,Moem Village near Wewak,Fishing,M,N
1965,Unprovoked,MEXICO,Veracruz,Playa Villa del Mar,Unknown,M,N
1965,Invalid,PHILIPPINES,Unknown,"Grounded off Scarborough Shoals, 150 miles northwest of Manila in the South China Sea",Other,M,Y
1965,Unprovoked,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,N
1965,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Lab,Other,M,N
1965,Unprovoked,MEXICO,Veracruz,Mocambo,Bathing,M,Y
1965,Boat,BERMUDA,Hamilton,Unknown,Unknown,Unknown,N
1965,Invalid,USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Bathing,M,N
1965,Invalid,USA,Florida,150 miles southeast of Cape Kennedy,Diving,M,N
1965,Unprovoked,MEXICO,Veracruz,Mocambo,Swimming,M,N
1965,Unprovoked,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Huhunoti Island,Fishing,M,N
1965,Unprovoked,SOUTH PACIFIC OCEAN,Unknown,Unknown,Bathing,M,Y
1965,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,Y
1965,Unprovoked,EGYPT,Unknown,Unknown,Bathing,M,N
1965,Unprovoked,JAMAICA,Unknown,Unknown,Diving,M,N
1965,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Unknown,M,N
1965,Invalid,USA,California,"Pacifica, San Mateo County",Surfing,M,Y
1965,Unprovoked,USA,Florida,American Shoals off Key West,Fishing,M,N
1965,Unprovoked,PALAU,Western Caroline Islands,Koror,Bathing,M,N
1965,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,N
1965,Invalid,USA,Puerto Rico,60 miles offshore north of San Juan,Other,M,N
1965,Unprovoked,USA,Florida,"Pompano Beach, Palm Beach County",Diving,M,N
1965,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amatikulu,Bathing,M,N
1965,Unprovoked,USA,Massachusetts,"Granite Pier, Rockport",Diving,M,N
1965,Invalid,USA,California,"Newport Beach, Orange County",Other,M,Y
1965,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Other,M,N
1965,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Surfing,M,N
1965,Unprovoked,AUSTRALIA,Victoria,"East of Station Pier, Port Melbourne",Swimming,M,N
1965,Unprovoked,NEW GUINEA,Central Province,Off Gaire Village,Diving,M,Y
1965,Unprovoked,USA,Texas,"Port Lavaca, Calhoun County",Other,M,N
1965,Provoked,USA,California,"Dana Point, San Clemente, Orange County",Surfing,M,N
1965,Provoked,USA,Florida,"Between Palm  & Salerno Inlets, Martin County",Other,M,N
1965,Unprovoked,RED SEA,East of the Gulf of Aqaba,Unknown,Bathing,M,N
1965,Unprovoked,EGYPT,Unknown,South of Hurghada,Fishing,M,N
1965,Unprovoked,VANUATU,Malampa Province,Island of Paam'a,Unknown,M,Y
1965,Invalid,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Other,Unknown,Unknown
1964,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,N
1964,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Buka Island,Unknown,M,N
1964,Boat,AUSTRALIA,New South Wales,Port Jervis,Fishing,Unknown,N
1964,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Off Sing Village, Buka Island",Swimming,M,N
1964,Unprovoked,KENYA,Coast Province,"Kilindini Harbor, Mombasa",Fishing,M,Y
1964,Unprovoked,AUSTRALIA,Victoria ,Lady Julia Percy Island,Diving,M,N
1964,Unprovoked,AUSTRALIA,Queensland,"Fingal Beach, near Tweed Heads",Swimming,M,Y
1964,Provoked,AUSTRALIA,New South Wales,"North Solitary Island, 8 miles from Wolli",Other,M,N
1964,Boat,USA,Puerto Rico,Unknown,Fishing,Unknown,N
