Year,Month,Type,Fatal,Sex,Country,Case Number,Decade
1974,2,Unprovoked,N,M,SOUTH AFRICA,1974.02.13.a,Años 70
1974,4,Unprovoked,N,M,SOUTH AFRICA,1974.04.14,Años 70
1974,4,Unprovoked,N,F,USA,1974.04.12,Años 70
1974,4,Unprovoked,N,M,SOUTH AFRICA,1974.04.20,Años 70
1974,3,Unprovoked,N,M,SOUTH AFRICA,1974.03.21,Años 70
1974,3,Boat,N,UNKNOWN,SOUTH AFRICA,1974.03.00,Años 70
1974,4,Unprovoked,N,M,SOUTH AFRICA,1974.04.04,Años 70
1975,7,Unprovoked,N,M,USA,1975.07.19,Años 70
1975,8,Unprovoked,N,M,USA,1975.08.09,Años 70
1975,7,Unprovoked,N,M,USA,1975.07.23,Años 70
1975,7,Unprovoked,N,M,AUSTRALIA,1975.07.26.a,Años 70
1975,7,Unprovoked,N,M,USA,1975.07.26.b,Años 70
1975,7,Unprovoked,Y,M,AUSTRALIA,1975.07.30.a,Años 70
1975,7,Sea Disaster,Y,F,USA,1975.07.30.b,Años 70
1975,8,Unprovoked,N,M,HONG KONG,1975.08.04,Años 70
1975,8,Unprovoked,N,M,USA,1975.08.12,Años 70
1975,12,Boat,N,UNKNOWN,AUSTRALIA,1975.12.29,Años 70
1975,9,Unprovoked,N,M,SOUTH AFRICA,1975.09.00,Años 70
1975,10,Unprovoked,N,M,AUSTRALIA,1975.10.12,Años 70
1975,11,Unprovoked,N,M,USA,1975.11.02,Años 70
1975,11,Unprovoked,N,M,AUSTRALIA,1975.11.07,Años 70
1975,11,Unprovoked,N,M,SOUTH AFRICA,1975.11.19.a,Años 70
1975,11,Unprovoked,N,M,AUSTRALIA,1975.11.19.b,Años 70
1975,12,Provoked,N,M,AUSTRALIA,1975.12.02,Años 70
1975,12,Unprovoked,N,M,USA,1975.12.06,Años 70
1975,7,Unprovoked,N,F,USA,1975.07.15,Años 70
1975,8,Unprovoked,N,M,SOUTH AFRICA,1975.08.17,Años 70
1975,7,Provoked,N,M,AUSTRALIA,1975.07.05,Años 70
1975,2,Unprovoked,N,M,AUSTRALIA,1975.02.09,Años 70
1975,6,Unprovoked,N,M,USA,1975.06.23.b,Años 70
1975,6,Unprovoked,Y,M,REUNION,1975.00.00.a,Años 70
1975,6,Unprovoked,N,M,BERMUDA,1975.00.00.b,Años 70
1975,7,Unprovoked,N,M,USA,1975.07.04,Años 70
1975,2,Provoked,N,M,SOUTH AFRICA,1975.02.01,Años 70
1975,2,Unprovoked,N,M,AUSTRALIA,1975.02.07,Años 70
1975,2,Unprovoked,Y,M,AUSTRALIA,1975.02.10,Años 70
1975,2,Boat,N,UNKNOWN,SOUTH AFRICA,1975.02.14.R,Años 70
1975,2,Unprovoked,N,M,SOUTH AFRICA,1975.02.23,Años 70
1975,3,Sea Disaster,Y,UNKNOWN,BANGLADESH,1975.03.00,Años 70
1975,3,Provoked,N,M,SOUTH AFRICA,1975.03.09,Años 70
1975,1,Unprovoked,Y,M,AUSTRALIA,1975.01.19,Años 70
1975,3,Unprovoked,N,M,USA,1975.03.16,Años 70
1975,3,Provoked,N,UNKNOWN,AUSTRALIA,1975.03.13,Años 70
1975,6,Unprovoked,N,F,USA,1975.06.23.a,Años 70
1975,6,Unprovoked,N,M,USA,1975.06.02.R,Años 70
1975,6,Provoked,N,M,USA,1975.06.00.c,Años 70
1975,6,Unprovoked,N,M,USA,1975.06.15,Años 70
1975,5,Unprovoked,N,F,USA,1975.05.20,Años 70
1975,4,Unprovoked,N,M,SOUTH AFRICA,1975.04.05,Años 70
1975,3,Unprovoked,N,F,AUSTRALIA,1975.03.18,Años 70
1975,5,Unprovoked,N,M,USA,1975.05.25,Años 70
1976,8,Unprovoked,N,M,USA,1976.08.26,Años 70
1976,9,Unprovoked,N,M,AUSTRALIA,1976.09.19,Años 70
1976,9,Unprovoked,N,M,USA,1976.09.06,Años 70
1976,9,Unprovoked,Y,M,USA,1976.09.12.a,Años 70
1976,9,Unprovoked,Y,M,USA,1976.09.12.b,Años 70
1976,9,Sea Disaster,Y,M,HONG KONG,1976.09.17,Años 70
1976,9,Sea Disaster,N,UNKNOWN,NEW CALEDONIA,1976.09.22,Años 70
1976,11,Unprovoked,N,M,USA,1976.11.25,Años 70
1976,10,Unprovoked,N,M,USA,1976.10.18,Años 70
1976,10,Boat,N,UNKNOWN,SOUTH AFRICA,1976.10.27,Años 70
1976,11,Provoked,N,UNKNOWN,SOUTH AFRICA,1976.11.06,Años 70
1976,11,Unprovoked,N,M,SOUTH AFRICA,1976.11.27,Años 70
1976,12,Unprovoked,N,M,USA,1976.12.18,Años 70
1976,12,Unprovoked,N,M,AUSTRALIA,1976.12.29,Años 70
1976,8,Unprovoked,N,M,USA,1976.08.24,Años 70
1976,10,Unprovoked,N,M,SOUTH AFRICA,1976.10.06,Años 70
1976,7,Unprovoked,N,M,USA,1976.07.24,Años 70
1976,6,Boat,N,F,AUSTRALIA,1976.06.01,Años 70
1976,7,Unprovoked,Y,M,USA,1976.07.16,Años 70
1976,7,Unprovoked,N,M,USA,1976.07.21,Años 70
1976,1,Unprovoked,Y,M,NEW ZEALAND,1976.01.02,Años 70
1976,1,Unprovoked,N,M,USA,1976.01.08,Años 70
1976,1,Unprovoked,N,F,AUSTRALIA,1976.01.12,Años 70
1976,1,Provoked,N,UNKNOWN,SOUTH AFRICA,1976.01.13,Años 70
1976,2,Boat,N,UNKNOWN,SOUTH AFRICA,1976.02.03,Años 70
1976,3,Boat,N,UNKNOWN,SOUTH AFRICA,1976.03.02,Años 70
1976,3,Boat,N,UNKNOWN,SOUTH AFRICA,1976.03.09,Años 70
1976,1,Provoked,N,UNKNOWN,SOUTH AFRICA,1976.01.11,Años 70
1976,3,Unprovoked,N,M,USA,1976.03.12.b,Años 70
1976,5,Boat,N,UNKNOWN,SOUTH AFRICA,1976.05.02,Años 70
1976,6,Unprovoked,Y,M,USA,1976.00.00.b,Años 70
1976,6,Provoked,N,M,ITALY,1976.06.02.R,Años 70
1976,6,Unprovoked,N,M,USA,1976.06.10,Años 70
1976,6,Unprovoked,N,M,USA,1976.06.23,Años 70
1976,7,Unprovoked,N,M,USA,1976.07.12,Años 70
1976,3,Boat,N,UNKNOWN,SOUTH AFRICA,1976.03.12.a,Años 70
1977,8,Boat,N,M,SOUTH AFRICA,1977.08.19,Años 70
1977,8,Unprovoked,Y,M,AUSTRALIA,1977.08.23,Años 70
1977,8,Unprovoked,N,M,AUSTRALIA,1977.08.31,Años 70
1977,10,Unprovoked,N,M,SOUTH AFRICA,1977.10.30,Años 70
1977,12,Unprovoked,N,M,SOUTH AFRICA,1977.12.19.a,Años 70
1977,12,Boat,N,UNKNOWN,SOUTH AFRICA,1977.12.00,Años 70
1977,12,Unprovoked,N,M,USA,1977.12.19.b,Años 70
1977,12,Sea Disaster,N,M,USA,1977.12.31,Años 70
1977,8,Unprovoked,N,M,USA,1977.08.14,Años 70
1977,11,Provoked,N,M,SOUTH AFRICA,1977.11.12,Años 70
1977,7,Sea Disaster,N,M,USA,1977.07.02,Años 70
1977,4,Unprovoked,N,M,AUSTRALIA,1977.04.26,Años 70
1977,6,Unprovoked,N,M,USA,1977.06.06,Años 70
1977,5,Boat,N,M,SOUTH AFRICA,1977.05.26,Años 70
1977,4,Unprovoked,N,M,USA,1977.04.21,Años 70
1977,3,Unprovoked,N,M,SOUTH AFRICA,1977.03.17,Años 70
1977,3,Sea Disaster,N,M,AUSTRALIA,1977.03.13.c,Años 70
1977,3,Sea Disaster,Y,M,AUSTRALIA,1977.03.13.b,Años 70
1977,3,Sea Disaster,Y,M,AUSTRALIA,1977.03.13.a,Años 70
1977,2,Unprovoked,N,M,AUSTRALIA,1977.02.26,Años 70
1977,2,Unprovoked,N,UNKNOWN,NEW CALEDONIA,1977.02.00,Años 70
1977,1,Unprovoked,Y,M,MEXICO,1977.01.00,Años 70
1977,6,Provoked,N,M,USA,1977.06.26,Años 70
1978,8,Unprovoked,N,M,USA,1978.08.01.R,Años 70
1978,8,Unprovoked,N,M,USA,1978.08.05,Años 70
1978,9,Unprovoked,N,M,AUSTRALIA,1978.09.02.R,Años 70
1978,9,Unprovoked,N,M,ITALY,1978.09.16,Años 70
1978,12,Unprovoked,N,M,AUSTRALIA,1978.12.29,Años 70
1978,11,Unprovoked,N,M,USA,1978.11.23,Años 70
1978,11,Unprovoked,N,M,USA,1978.11.26,Años 70
1978,12,Unprovoked,Y,M,SOUTH AFRICA,1978.12.12,Años 70
1978,9,Unprovoked,N,M,SOUTH AFRICA,1978.09.27,Años 70
1978,7,Sea Disaster,N,M,USA,1978.07.27,Años 70
1978,6,Unprovoked,N,M,USA,1978.06.21.a,Años 70
1978,6,Unprovoked,N,M,USA,1978.06.21.b,Años 70
1978,4,Unprovoked,N,M,MARSHALL ISLANDS,1978.04.02.b,Años 70
1978,4,Unprovoked,N,M,MARSHALL ISLANDS,1978.04.02.a,Años 70
1978,4,Unprovoked,N,M,AUSTRALIA,1978.04.00,Años 70
1978,3,Boat,N,UNKNOWN,SOUTH AFRICA,1978.03.05,Años 70
1978,2,Unprovoked,N,UNKNOWN,SOUTH AFRICA,1978.02.28,Años 70
1978,2,Unprovoked,N,M,SOUTH AFRICA,1978.02.19,Años 70
1978,1,Unprovoked,N,M,SOUTH AFRICA,1978.01.17,Años 70
1978,6,Unprovoked,N,F,USA,1978.00.00.b,Años 70
1978,6,Unprovoked,Y,F,VANUATU,1978.00.00.a,Años 70
1978,7,Provoked,N,M,USA,1978.07.19,Años 70
1979,8,Unprovoked,N,M,USA,1979.08.05,Años 70
1979,8,Unprovoked,Y,M,HONG KONG,1979.08.26,Años 70
1979,8,Unprovoked,Y,M,HONG KONG,1979.08.28,Años 70
1979,9,Unprovoked,N,M,AUSTRALIA,1979.09.14,Años 70
1979,12,Unprovoked,N,M,SOUTH AFRICA,1979.12.21,Años 70
1979,11,Provoked,N,UNKNOWN,SOUTH AFRICA,1979.11.12,Años 70
1979,11,Unprovoked,N,M,USA,1979.11.27,Años 70
1979,12,Unprovoked,N,M,SOUTH CHINA SEA,1979.12.01,Años 70
1979,10,Provoked,N,M,SOUTH AFRICA,1979.10.22,Años 70
1979,6,Sea Disaster,N,M,USA,1979.06.19,Años 70
1979,8,Unprovoked,Y,M,THAILAND,1979.08.03,Años 70
1979,5,Unprovoked,Y,M,SOUTH AFRICA,1979.05.03,Años 70
1979,5,Provoked,N,M,SOUTH AFRICA,1979.05.05,Años 70
1979,6,Unprovoked,Y,M,USA,1979.00.00,Años 70
1979,2,Unprovoked,N,M,SOUTH AFRICA,1979.02.21,Años 70
1979,3,Boat,N,UNKNOWN,SOUTH AFRICA,1979.03.01,Años 70
1979,3,Unprovoked,N,M,USA,1979.03.11,Años 70
1979,3,Unprovoked,Y,M,NEW CALEDONIA,1979.03.00,Años 70
1979,4,Unprovoked,N,M,USA,1979.04.08.a,Años 70
1979,4,Unprovoked,N,M,USA,1979.04.08.b,Años 70
1979,5,Unprovoked,Y,M,NEW CALEDONIA,1979.05.00.b,Años 70
1979,5,Unprovoked,N,UNKNOWN,NEW CALEDONIA,1979.05.00.c,Años 70
1979,3,Unprovoked,N,M,USA,1979.03.24,Años 70
1980,8,Unprovoked,N,F,USA,1980.08.10,Años 70
1980,7,Unprovoked,N,F,USA,1980.07.23,Años 70
1980,7,Unprovoked,N,M,USA,1980.07.27,Años 70
1980,7,Unprovoked,N,M,SPAIN,1980.07.26,Años 70
1980,8,Unprovoked,N,M,USA,1980.08.04,Años 70
1980,8,Unprovoked,Y,M,MEXICO,1980.08.22.R,Años 70
1980,11,Unprovoked,N,M,REUNION,1980.11.24,Años 70
1980,10,Unprovoked,N,M,USA,1980.10.27,Años 70
1980,11,Unprovoked,Y,M,BRAZIL,1980.11.11.,Años 70
1980,7,Unprovoked,N,M,USA,1980.07.00,Años 70
1980,11,Unprovoked,N,M,AUSTRALIA,1980.11.18,Años 70
1980,12,Unprovoked,N,M,SOUTH AFRICA,1980.12.30,Años 70
1980,10,Unprovoked,N,M,USA,1980.10.17,Años 70
1980,6,Provoked,N,F,USA,1980.06.26,Años 70
1980,1,Unprovoked,N,M,SOUTH AFRICA,1980.01.10,Años 70
1980,4,Provoked,N,M,JAMAICA,1980.04.25,Años 70
1980,5,Unprovoked,N,M,SOUTH AFRICA,1980.05.15,Años 70
1980,6,Unprovoked,N,M,TONGA,1980.00.00.a,Años 70
1980,1,Unprovoked,Y,M,CHILE,1980.01.05,Años 70
1980,1,Unprovoked,N,M,SOUTH AFRICA,1980.01.13,Años 70
1980,1,Provoked,N,M,SOUTH AFRICA,1980.01.15,Años 70
1980,1,Unprovoked,N,M,KENYA,1980.01.25,Años 70
1980,6,Provoked,N,M,NORTH ATLANTIC OCEAN,1980.00.00.d,Años 70
1980,3,Provoked,N,M,SOUTH AFRICA,1980.03.11,Años 70
1980,3,Sea Disaster,Y,F,PHILIPPINES,1980.03.15,Años 70
1980,3,Unprovoked,N,M,BRAZIL,1980.03.28,Años 70
1980,3,Unprovoked,Y,M,SOUTH AFRICA,1980.03.29,Años 70
1980,4,Unprovoked,N,F,MEXICO,1980.04.00,Años 70
1980,4,Sea Disaster,Y,UNKNOWN,PHILIPPINES,1980.04.22,Años 70
1980,1,Unprovoked,N,M,SOUTH AFRICA,1980.01.31,Años 70
1981,9,Unprovoked,Y,M,USA,1981.09.15,Años 80
1981,9,Unprovoked,N,M,USA,1981.09.03.b,Años 80
1981,9,Unprovoked,N,M,USA,1981.09.03.a,Años 80
1981,8,Unprovoked,N,M,USA,1981.08.29,Años 80
1981,8,Unprovoked,Y,F,USA,1981.08.10.a,Años 80
1981,8,Unprovoked,N,M,USA,1981.08.10.b,Años 80
1981,8,Unprovoked,N,M,BAHAMAS,1981.08.07,Años 80
1981,9,Unprovoked,N,UNKNOWN,USA,1981.09.27,Años 80
1981,8,Provoked,N,M,USA,1981.08.24.b,Años 80
1981,9,Unprovoked,N,M,USA,1981.09.28,Años 80
1981,11,Unprovoked,N,M,REUNION,1981.11.30,Años 80
1981,10,Unprovoked,N,M,USA,1981.10.16,Años 80
1981,10,Unprovoked,UNKNOWN,M,USA,1981.10.17,Años 80
1981,10,Unprovoked,N,M,USA,1981.10.19.a,Años 80
1981,11,Unprovoked,N,M,USA,1981.11.09,Años 80
1981,10,Provoked,N,M,SOUTH AFRICA,1981.10.19.b,Años 80
1981,7,Unprovoked,N,F,USA,1981.07.20,Años 80
1981,12,Unprovoked,N,M,USA,1981.12.13.a,Años 80
1981,12,Unprovoked,N,UNKNOWN,AUSTRALIA,1981.12.13.b,Años 80
1981,12,Unprovoked,Y,M,USA,1981.12.19,Años 80
1981,10,Unprovoked,N,M,USA,1981.10.01,Años 80
1981,7,Unprovoked,N,M,USA,1981.07.07,Años 80
1981,7,Unprovoked,N,M,SOUTH AFRICA,1981.07.18,Años 80
1981,2,Unprovoked,N,UNKNOWN,BRAZIL,1981.02.00,Años 80
1981,6,Unprovoked,N,M,GREECE,1981.00.00.a,Años 80
1981,6,Unprovoked,N,M,AUSTRALIA,1981.00.00.b,Años 80
1981,1,Unprovoked,N,M,USA,1981.01.30,Años 80
1981,7,Unprovoked,N,M,SOUTH AFRICA,1981.07.01,Años 80
1981,2,Unprovoked,N,M,USA,1981.02.02,Años 80
1981,2,Unprovoked,UNKNOWN,UNKNOWN,AUSTRALIA,1981.02.07,Años 80
1981,2,Unprovoked,N,M,AUSTRALIA,1981.02.16,Años 80
1981,2,Unprovoked,N,M,SOUTH AFRICA,1981.02.19,Años 80
1981,3,Unprovoked,N,M,CHILE,1981.03.04,Años 80
1981,3,Unprovoked,N,M,USA,1981.03.24,Años 80
1981,3,Unprovoked,UNKNOWN,UNKNOWN,BRAZIL,1981.03.00,Años 80
1981,5,Unprovoked,N,M,SOUTH AFRICA,1981.05.05,Años 80
1981,6,Boat,N,M,ENGLAND,1981.06.15.R,Años 80
1981,5,Unprovoked,Y,M,USA,1981.05.24,Años 80
1981,3,Unprovoked,N,M,USA,1981.03.25,Años 80
1981,5,Unprovoked,N,M,SOUTH AFRICA,1981.05.20,Años 80
1981,5,Unprovoked,N,M,USA,1981.05.19,Años 80
1981,5,Unprovoked,Y,F,SOUTH KOREA,1981.05.23,Años 80
1981,5,Unprovoked,N,M,SOUTH AFRICA,1981.05.10,Años 80
1981,5,Provoked,N,M,NAMIBIA,1981.05.07,Años 80
1981,3,Sea Disaster,N,UNKNOWN,BERMUDA,1981.03.08,Años 80
1981,5,Unprovoked,N,M,USA,1981.05.16,Años 80
1982,8,Unprovoked,N,M,TUNISIA,1982.08.00,Años 80
1982,7,Unprovoked,N,UNKNOWN,NEW CALEDONIA,1982.07.00,Años 80
1982,7,Unprovoked,N,F,USA,1982.07.01,Años 80
1982,7,Unprovoked,N,M,USA,1982.07.19,Años 80
1982,7,Unprovoked,N,M,USA,1982.07.24.a,Años 80
1982,7,Unprovoked,N,M,SOUTH AFRICA,1982.07.24.b,Años 80
1982,8,Unprovoked,N,F,SOUTH AFRICA,1982.08.29.a,Años 80
1982,6,Unprovoked,Y,M,SOUTH AFRICA,1982.06.29,Años 80
1982,9,Unprovoked,N,M,USA,1982.09.19,Años 80
1982,9,Unprovoked,N,M,USA,1982.09.25,Años 80
1982,9,Unprovoked,N,M,USA,1982.09.27,Años 80
1982,9,Unprovoked,N,M,SOUTH AFRICA,1982.09.30.a,Años 80
1982,9,Unprovoked,N,M,SOUTH AFRICA,1982.09.30.b,Años 80
1982,10,Unprovoked,N,M,USA,1982.10.13,Años 80
1982,8,Unprovoked,Y,M,JAPAN,1982.08.29.c,Años 80
1982,6,Unprovoked,N,M,USA,1982.06.26.b,Años 80
1982,11,Unprovoked,N,M,USA,1982.11.00,Años 80
1982,6,Unprovoked,N,F,USA,1982.06.25,Años 80
1982,6,Unprovoked,N,M,BAHAMAS,1982.06.26.a,Años 80
1982,6,Unprovoked,UNKNOWN,UNKNOWN,TUNISIA,1982.00.00.a,Años 80
1982,6,Boat,N,M,ITALY,1982.00.00.b,Años 80
1982,6,Boat,UNKNOWN,M,ITALY,1982.00.00.c,Años 80
1982,2,Unprovoked,Y,M,USA,1982.02.07..b,Años 80
1982,2,Unprovoked,N,M,USA,1982.02.07.a,Años 80
1982,2,Unprovoked,Y,F,USA,1982.02.13,Años 80
1982,2,Unprovoked,N,F,USA,1982.02.14.a,Años 80
1982,1,Unprovoked,N,M,SOUTH AFRICA,1982.01.29,Años 80
1982,2,Provoked,N,M,SOUTH AFRICA,1982.02.17,Años 80
1982,2,Unprovoked,N,M,USA,1982.02.27,Años 80
1982,2,Unprovoked,Y,M,AUSTRALIA,1982.02.28,Años 80
1982,3,Unprovoked,N,UNKNOWN,NEW CALEDONIA,1982.03.00,Años 80
1982,3,Unprovoked,Y,M,AUSTRALIA,1982.03.07,Años 80
1982,3,Unprovoked,N,M,USA,1982.03.10,Años 80
1982,2,Unprovoked,N,F,USA,1982.02.14.b,Años 80
1982,6,Unprovoked,N,M,USA,1982.06.13,Años 80
1983,8,Unprovoked,N,F,USA,1983.08.13.a,Años 80
1983,8,Boat,N,UNKNOWN,USA,1983.08.06,Años 80
1983,7,Sea Disaster,Y,F,AUSTRALIA,1983.07.26,Años 80
1983,7,Unprovoked,N,M,SOUTH AFRICA,1983.07.15,Años 80
1983,7,Sea Disaster,N,M,AUSTRALIA,1983.07.25.a,Años 80
1983,7,Unprovoked,N,F,USA,1983.07.12.b,Años 80
1983,8,Provoked,N,M,USA,1983.08.13.b,Años 80
1983,7,Sea Disaster,Y,M,AUSTRALIA,1983.07.25.b,Años 80
1983,8,Unprovoked,N,F,USA,1983.08.15,Años 80
1983,12,Unprovoked,N,M,SOUTH AFRICA,1983.12.22,Años 80
1983,8,Unprovoked,N,M,USA,1983.08.20.b,Años 80
1983,9,Unprovoked,N,M,USA,1983.09.04,Años 80
1983,10,Unprovoked,N,M,USA,1983.10.13,Años 80
1983,10,Unprovoked,N,M,USA,1983.10.17.a,Años 80
1983,11,Sea Disaster,N,M,PHILIPPINES,1983.11.21,Años 80
1983,12,Unprovoked,N,M,SOUTH AFRICA,1983.12.21,Años 80
1983,7,Unprovoked,N,M,BAHAMAS,1983.07.12.a,Años 80
1983,12,Unprovoked,N,M,AUSTRALIA,1983.12.24,Años 80
1983,12,Unprovoked,N,M,USA,1983.12.25,Años 80
1983,8,Unprovoked,N,M,SOUTH AFRICA,1983.08.20.a,Años 80
1983,7,Unprovoked,N,UNKNOWN,USA,1983.07.05,Años 80
1983,11,Unprovoked,N,M,USA,1983.11.10.R,Años 80
1983,6,Unprovoked,Y,M,BAHAMAS,1983.06.22,Años 80
1983,6,Unprovoked,N,M,USA,1983.06.29,Años 80
1983,6,Provoked,N,M,USA,1983.00.00.b,Años 80
1983,6,Unprovoked,N,M,OTRO,1983.00.00.d,Años 80
1983,1,Unprovoked,N,M,SOUTH AFRICA,1983.01.08,Años 80
1983,1,Unprovoked,N,M,SOUTH AFRICA,1983.01.10,Años 80
1983,1,Provoked,N,M,USA,1983.01.24,Años 80
1983,2,Unprovoked,N,M,SOUTH AFRICA,1983.02.20,Años 80
1983,3,Unprovoked,N,UNKNOWN,NEW CALEDONIA,1983.03.00,Años 80
1983,3,Unprovoked,N,M,USA,1983.03.10,Años 80
1983,3,Unprovoked,N,M,SOUTH AFRICA,1983.03.22,Años 80
1983,6,Unprovoked,Y,M,VANUATU,1983.00.00.c,Años 80
1983,4,Unprovoked,N,M,USA,1983.04.02.b,Años 80
1983,3,Unprovoked,N,M,SOUTH AFRICA,1983.03.30.a,Años 80
1983,6,Unprovoked,N,M,USA,1983.06.20,Años 80
1983,6,Unprovoked,N,M,BAHAMAS,1983.06.00,Años 80
1983,5,Unprovoked,N,M,USA,1983.05.31,Años 80
1983,6,Unprovoked,N,M,BAHAMAS,1983.06.15,Años 80
1983,5,Unprovoked,N,M,USA,1983.05.21,Años 80
1983,4,Unprovoked,UNKNOWN,M,USA,1983.04.19,Años 80
1983,4,Unprovoked,N,M,SOUTH AFRICA,1983.04.12,Años 80
1983,5,Unprovoked,N,M,USA,1983.05.24,Años 80
1984,9,Unprovoked,Y,M,USA,1984.09.15,Años 80
1984,9,Unprovoked,N,M,USA,1984.09.23,Años 80
1984,9,Unprovoked,N,M,USA,1984.09.17,Años 80
1984,9,Unprovoked,UNKNOWN,UNKNOWN,USA,1984.09.19,Años 80
1984,9,Unprovoked,N,M,USA,1984.09.22.a,Años 80
1984,9,Unprovoked,N,M,USA,1984.09.22.b,Años 80
1984,9,Unprovoked,N,M,USA,1984.09.30.a,Años 80
1984,11,Provoked,N,M,USA,1984.11.04,Años 80
1984,10,Unprovoked,N,M,USA,1984.10.14.a,Años 80
1984,10,Unprovoked,N,F,USA,1984.10.21,Años 80
1984,11,Unprovoked,N,M,USA,1984.11.11,Años 80
1984,11,Unprovoked,Y,M,AUSTRALIA,1984.11.30,Años 80
1984,12,Boat,N,UNKNOWN,ITALY,1984.12.03,Años 80
1984,11,Unprovoked,N,M,SOUTH AFRICA,1984.11.08,Años 80
1984,9,Provoked,N,M,MEXICO,1984.09.11,Años 80
1984,9,Unprovoked,N,M,USA,1984.09.30.b,Años 80
1984,8,Unprovoked,Y,M,INDONESIA,1984.08.07,Años 80
1984,7,Unprovoked,N,M,SOUTH AFRICA,1984.07.00.a,Años 80
1984,7,Unprovoked,N,F,USA,1984.07.24.a,Años 80
1984,7,Unprovoked,N,F,USA,1984.07.24.b,Años 80
1984,6,Provoked,N,M,USA,1984.00.00.b,Años 80
1984,1,Unprovoked,Y,F,SOUTH AFRICA,1984.01.04,Años 80
1984,1,Unprovoked,N,M,SOUTH AFRICA,1984.01.05,Años 80
1984,2,Unprovoked,N,M,AUSTRALIA,1984.02.11,Años 80
1984,2,Provoked,N,M,SOUTH AFRICA,1984.02.17,Años 80
1984,2,Provoked,N,M,SOUTH AFRICA,1984.02.18,Años 80
1984,6,Unprovoked,N,M,USA,1984.00.00.a,Años 80
1984,3,Boat,N,M,SOUTH AFRICA,1984.03.10,Años 80
1984,3,Unprovoked,N,M,SOUTH AFRICA,1984.03.14,Años 80
1984,5,Unprovoked,N,M,SOUTH AFRICA,1984.05.31,Años 80
1984,6,Unprovoked,Y,M,VANUATU,1984.06.03,Años 80
1984,6,Unprovoked,N,F,USA,1984.06.03.b,Años 80
1984,6,Unprovoked,N,M,SOUTH AFRICA,1984.06.15,Años 80
1984,7,Unprovoked,N,M,USA,1984.07.01,Años 80
1984,3,Unprovoked,UNKNOWN,UNKNOWN,AUSTRALIA,1984.03.01,Años 80
1985,7,Unprovoked,N,F,USA,1985.07.25.b,Años 80
1985,8,Unprovoked,N,M,USA,1985.08.22,Años 80
1985,9,Unprovoked,N,M,USA,1985.09.08.a,Años 80
1985,9,Unprovoked,N,M,USA,1985.09.28,Años 80
1985,10,Provoked,N,M,USA,1985.10.05,Años 80
1985,10,Unprovoked,N,M,USA,1985.10.12,Años 80
1985,11,Provoked,N,M,USA,1985.11.03,Años 80
1985,10,Unprovoked,N,M,USA,1985.10.22,Años 80
1985,10,Unprovoked,N,M,SOUTH AFRICA,1985.10.24,Años 80
1985,11,Boat,N,UNKNOWN,USA,1985.11.05,Años 80
1985,11,Provoked,N,M,AUSTRALIA,1985.11.11,Años 80
1985,12,Unprovoked,N,M,USA,1985.12.10,Años 80
1985,12,Unprovoked,N,M,SOUTH AFRICA,1985.12.22,Años 80
1985,10,Unprovoked,N,M,USA,1985.10.18,Años 80
1985,7,Unprovoked,N,M,USA,1985.07.25.a,Años 80
1985,7,Unprovoked,N,M,ITALY,1985.07.00,Años 80
1985,7,Unprovoked,N,F,USA,1985.07.19,Años 80
1985,7,Boat,N,UNKNOWN,USA,1985.07.21,Años 80
1985,6,Unprovoked,Y,M,IRAN,1985.00.00.a,Años 80
1985,6,Unprovoked,Y,M,VANUATU,1985.00.00.f,Años 80
1985,1,Provoked,N,M,SOUTH AFRICA,1985.01.00.a,Años 80
1985,1,Unprovoked,N,M,SOUTH AFRICA,1985.01.04,Años 80
1985,1,Boat,N,UNKNOWN,NEW ZEALAND,1985.01.16,Años 80
1985,1,Unprovoked,N,M,SOUTH AFRICA,1985.01.17,Años 80
1985,1,Unprovoked,N,UNKNOWN,NEW CALEDONIA,1985.01.00.b,Años 80
1985,2,Unprovoked,N,M,USA,1985.02.03,Años 80
1985,2,Unprovoked,N,M,USA,1985.02.18,Años 80
1985,3,Unprovoked,Y,F,AUSTRALIA,1985.03.03,Años 80
1985,3,Unprovoked,N,M,USA,1985.03.16,Años 80
1985,5,Provoked,N,M,SOUTH AFRICA,1985.05.08,Años 80
1985,5,Unprovoked,N,M,USA,1985.05.26,Años 80
1985,1,Unprovoked,N,M,SOUTH AFRICA,1985.01.27,Años 80
1986,10,Provoked,N,M,SOUTH AFRICA,1986.10.17,Años 80
1986,9,Unprovoked,N,UNKNOWN,USA,1986.09.00.b,Años 80
1986,10,Unprovoked,N,M,USA,1986.10.00,Años 80
1986,10,Unprovoked,UNKNOWN,UNKNOWN,AUSTRALIA,1986.10.01,Años 80
1986,10,Unprovoked,N,M,SOUTH AFRICA,1986.10.05,Años 80
1986,10,Unprovoked,N,F,USA,1986.10.03,Años 80
1986,11,Unprovoked,N,M,USA,1986.11.04,Años 80
1986,12,Unprovoked,N,M,SOUTH AFRICA,1986.12.31,Años 80
1986,11,Unprovoked,N,M,USA,1986.11.30,Años 80
1986,12,Unprovoked,N,UNKNOWN,NEW CALEDONIA,1986.12.00,Años 80
1986,12,Unprovoked,N,M,USA,1986.12.06.a,Años 80
1986,12,Unprovoked,N,M,BAHAMAS,1986.12.06.b,Años 80
1986,12,Unprovoked,N,M,USA,1986.12.11,Años 80
1986,12,Unprovoked,Y,M,SOUTH AFRICA,1986.12.22,Años 80
